"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1,0,0,4990,0,0,0,3,6,0
0,0,0,5000,0,0,0,0,0,0
51,371,3012,1,1,1186,152,3,162,61
0,0,0,0,4919,0,0,0,81,0
4984,3,0,0,0,0,12,0,0,1
3,18,25,3251,1,4,7,456,3,1232
3,0,0,0,88,0,0,4909,0,0
3,0,0,0,1356,3,0,3638,0,0
1,0,81,0,0,0,220,0,0,4698
0,0,0,37,0,0,0,0,0,4963
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,5000,0,0,0,0,0,0,0
1,1,6,23,3608,66,8,10,1265,12
4907,1,0,0,0,0,0,92,0,0
2482,0,0,0,0,3,0,0,0,2515
0,5000,0,0,0,0,0,0,0,0
0,28,3,546,3,1,1,490,204,3724
0,0,5000,0,0,0,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,4965,0,35,0,0,0
2567,1,0,0,2430,1,0,0,1,0
0,4,0,0,4996,0,0,0,0,0
141,339,21,131,2760,58,363,1037,5,145
11,568,1,0,3894,0,0,526,0,0
0,221,1,3,0,4720,40,11,2,2
4,170,28,5,29,3504,1238,4,9,9
3,276,18,0,1,2316,2365,1,13,7
17,477,145,33,1326,170,1299,26,175,1332
5000,0,0,0,0,0,0,0,0,0
