"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1,0,1398,3596,0,0,2,0,3,0
8,7,2,500,3,503,2,1,0,3974
13,20,118,863,15,15,816,42,887,2211
0,0,0,0,0,8,0,0,0,4992
0,0,0,0,4998,0,2,0,0,0
0,0,4412,0,0,0,0,0,1,587
6,1,31,2,1,98,0,3,5,4853
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,3,0,0,4997,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,4765,235,0,0,0
3,0,4994,1,1,0,0,0,1,0
1,645,1,0,0,0,0,0,76,4277
32,0,0,4967,0,1,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,2,2,97,0,16,0,0,4881,2
0,0,0,0,89,0,0,4911,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,4917,0,0,83,0,0
2,1,1,0,33,0,1,4962,0,0
1,4,1,3,0,3,4973,1,14,0
0,0,0,0,0,0,0,0,0,5000
0,0,0,5000,0,0,0,0,0,0
0,0,90,0,0,0,0,4910,0,0
0,0,0,0,0,0,0,0,0,5000
12,216,20,0,77,1,30,1,0,4643
0,0,0,0,0,5000,0,0,0,0
0,4998,0,1,0,1,0,0,0,0
0,0,1318,0,0,0,0,0,3682,0
