"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,7,1,12,576,4,1,2,4394,3
623,0,0,10,0,0,4367,0,0,0
14,1606,1575,9,191,0,28,1566,8,3
74,488,69,1,68,494,13,5,3782,6
580,0,17,0,0,93,0,0,0,4310
34,19,2349,38,41,128,7,2330,13,41
0,0,0,0,3,0,4997,0,0,0
0,0,0,0,0,0,0,0,2,4998
4998,0,0,2,0,0,0,0,0,0
0,0,0,4871,0,0,0,92,37,0
898,5,3,833,10,2331,4,29,847,40
0,4377,621,0,0,0,0,2,0,0
71,196,1368,1377,9,11,20,1426,14,508
0,249,0,0,0,0,4751,0,0,0
0,0,0,0,0,0,5000,0,0,0
42,0,0,2,0,0,0,0,0,4956
6,3555,1,1,1353,3,2,0,71,8
4,2,239,0,4712,4,38,0,1,0
3682,11,0,0,3,0,0,0,3,1301
0,0,0,0,0,5000,0,0,0,0
4800,6,36,6,72,0,15,26,3,36
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
24,0,1,1,4,3,2,4965,0,0
0,239,0,0,0,0,0,0,4761,0
0,0,4999,0,0,0,0,0,0,1
1961,306,723,264,27,44,36,100,787,752
13,1,0,1,4883,2,0,0,1,99
33,293,2091,86,19,42,2064,74,282,16
0,6,4350,12,29,2,590,7,1,3
