,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,1,0,0,0
9,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,1
11,0,0,1,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1,0,0,1
13,0,0,0,0,0,0,1,0,0,0
14,0,0,0,0,0,0,0,0,0,1
15,1,0,0,0,0,0,1,0,0,0
16,0,0,0,0,0,1,0,0,0,1
17,0,0,0,0,0,0,0,0,1,0
18,1,0,0,0,0,0,0,0,0,1
19,0,0,0,0,0,0,1,0,0,0
20,1,0,1,0,0,0,1,1,0,0
21,1,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,1,0,0,1
23,0,0,0,0,0,0,1,0,0,0
24,1,0,1,0,0,0,0,0,0,0
25,1,1,1,1,1,1,1,1,1,1
26,1,0,0,1,0,0,1,0,1,1
27,1,0,1,0,0,0,1,0,0,1
28,1,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,1
