,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,1,1,0,0,0,1,1,0,1,0
1,0,1,0,0,0,0,0,0,0,0
2,1,1,1,1,1,1,1,1,1,0
3,0,1,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,0,0,0,0
7,0,1,0,0,1,0,0,0,0,1
8,0,0,1,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,0,0
10,0,1,0,0,0,0,0,0,0,0
11,1,1,0,0,1,0,0,0,0,1
12,0,1,0,0,0,0,0,1,0,1
13,0,1,0,0,0,0,0,0,0,0
14,0,1,1,0,1,0,0,0,1,1
15,0,0,0,0,0,0,0,0,1,0
16,0,1,1,0,0,0,0,1,0,0
17,0,0,1,0,0,0,0,1,0,0
18,0,1,0,0,0,0,0,0,0,0
19,0,1,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,1,0,0,0
21,1,1,0,1,0,0,0,0,1,0
22,0,0,0,0,0,0,1,0,0,0
23,0,1,0,0,0,0,0,0,0,0
24,0,1,0,0,0,0,0,0,0,0
25,0,1,0,0,0,0,0,0,0,0
26,0,1,1,0,0,0,1,1,0,0
27,0,0,1,0,0,0,1,0,1,0
28,0,0,0,0,0,0,1,0,0,0
29,0,1,0,0,0,0,0,0,0,0
