"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
2000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2000
2000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2000,0,0,0,0
59,54,406,22,384,1,1,1068,2,3
0,0,0,0,0,2000,0,0,0,0
0,0,0,0,2000,0,0,0,0,0
182,2,4,0,8,1309,0,1,494,0
0,2000,0,0,0,0,0,0,0,0
0,0,0,0,0,1999,0,0,1,0
0,0,2000,0,0,0,0,0,0,0
0,0,0,0,0,2000,0,0,0,0
0,0,0,0,0,0,0,0,0,2000
2000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2000
2000,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,1990,0,0,0
0,1915,0,0,83,0,0,0,2,0
0,0,0,0,0,2000,0,0,0,0
0,2000,0,0,0,0,0,0,0,0
1542,0,0,1,67,181,0,1,207,1
0,0,0,0,2000,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2000,0,0,0,0
0,0,4,0,1993,0,0,0,3,0
0,0,0,0,0,0,0,0,0,2000
1999,0,1,0,0,0,0,0,0,0
0,2000,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2000,0,0,0,0
