"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,0,0,0,0,2000
0,0,1421,0,1,4,2,0,571,1
0,0,0,0,0,0,2000,0,0,0
0,0,0,0,2000,0,0,0,0,0
0,0,0,0,216,0,222,1,0,1561
0,0,0,0,0,0,2000,0,0,0
8,1,19,67,167,1,478,1255,2,2
0,0,0,0,1884,24,92,0,0,0
0,0,0,0,0,0,2000,0,0,0
0,2,1,0,497,1482,2,1,4,11
0,0,0,0,0,0,0,0,2000,0
0,0,0,0,2000,0,0,0,0,0
0,0,0,0,0,0,2000,0,0,0
0,0,0,0,2000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2000
0,0,77,1,224,1603,80,6,9,0
0,0,0,0,0,0,2000,0,0,0
0,0,0,0,0,0,0,0,0,2000
1,0,1,0,1975,1,20,0,2,0
0,0,0,0,0,0,0,0,0,2000
0,0,0,0,0,0,1018,0,982,0
0,0,0,0,0,0,1999,0,0,1
0,0,0,0,2000,0,0,0,0,0
0,0,0,0,2000,0,0,0,0,0
0,0,0,0,32,0,1876,0,92,0
0,0,0,0,0,1999,0,0,1,0
0,2000,0,0,0,0,0,0,0,0
51,5,1,16,15,8,937,12,914,41
0,0,0,0,0,0,0,0,0,2000
0,0,0,0,0,0,2000,0,0,0
