,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0
3,1,0,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,0,1,0
5,1,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,1,0
8,1,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0
10,0,0,1,1,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,1,0
13,1,0,0,0,0,0,0,0,0,0
14,1,1,0,1,1,1,1,1,1,1
15,1,0,0,0,0,0,0,0,0,0
16,1,0,0,1,0,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,1,0,0,0
19,1,1,1,1,1,1,1,1,1,1
20,0,0,0,1,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0,0
22,1,0,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0
24,1,0,0,1,0,0,0,0,1,0
25,1,0,0,0,0,0,0,0,0,0
26,0,0,0,1,0,0,0,0,1,0
27,0,0,0,1,0,0,0,1,0,0
28,1,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,1,0
