,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0
2,1,1,1,1,1,1,1,1,1,1
3,1,0,0,0,1,0,0,0,0,0
4,0,1,1,1,0,1,1,1,1,1
5,1,0,0,1,0,0,0,1,0,1
6,0,1,1,0,1,0,1,0,0,0
7,0,0,0,0,0,0,1,0,0,0
8,1,1,1,1,1,1,1,1,1,1
9,0,0,0,0,0,0,0,0,0,1
10,0,1,0,0,0,0,0,0,1,0
11,1,1,1,1,1,1,1,1,1,1
12,0,1,0,0,0,0,0,0,0,0
13,0,1,0,0,0,0,0,0,0,0
14,0,1,0,0,0,0,0,0,0,0
15,0,0,1,0,0,1,0,1,0,0
16,0,0,0,0,0,0,0,0,1,0
17,0,1,0,0,0,0,0,0,0,0
18,0,1,0,0,0,0,0,0,0,0
19,0,0,0,0,0,1,0,1,0,0
20,0,1,0,0,0,0,0,0,0,0
21,0,1,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,1,0,0
23,0,0,0,0,1,0,0,0,0,1
24,0,1,0,0,0,0,0,0,0,0
25,0,0,0,0,0,1,0,1,0,1
26,0,0,0,0,0,0,0,1,0,0
27,0,1,0,0,0,0,1,0,1,0
28,0,1,0,0,0,0,0,0,0,0
29,0,1,0,0,1,0,1,0,1,0
