,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,0,1,1,0,0,0
6,0,0,0,0,0,0,1,0,0,0
7,0,0,0,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,1,0
9,1,1,1,1,1,1,1,1,1,1
10,0,0,0,0,0,0,0,0,1,0
11,0,0,0,1,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,1
13,0,1,0,0,0,0,0,0,0,1
14,0,0,0,0,0,0,0,0,1,0
15,0,0,0,0,0,0,0,0,0,1
16,0,0,0,0,0,0,1,0,0,0
17,0,0,0,0,0,0,0,0,1,0
18,0,0,0,0,0,0,0,0,0,1
19,0,0,0,0,0,0,0,0,1,0
20,0,0,0,0,0,0,0,0,0,1
21,0,0,0,0,0,0,0,1,1,0
22,0,0,0,0,0,1,0,0,1,0
23,0,0,0,0,0,0,0,0,1,0
24,0,0,0,0,0,0,0,0,1,0
25,0,0,0,0,0,1,0,0,0,0
26,0,0,0,1,0,1,0,0,0,0
27,0,0,0,1,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,1,0
29,0,0,0,0,0,0,0,0,1,0
