,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
2,1,0,0,0,0,0,0,0,0,1
3,0,0,0,0,1,1,0,0,0,0
4,0,0,0,0,0,0,0,0,0,1
5,1,1,1,1,1,1,0,1,1,0
6,0,0,0,0,0,0,0,1,0,0
7,0,0,0,0,0,1,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0
9,1,1,1,1,1,1,1,1,1,1
10,1,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1,0,0,0
12,1,1,1,0,0,0,1,1,0,1
13,1,1,1,1,1,1,1,1,1,1
14,1,0,0,0,0,0,0,0,0,0
15,1,1,1,1,1,1,1,1,1,1
16,0,0,0,0,0,0,0,1,0,0
17,1,0,0,0,0,0,0,0,0,1
18,0,0,0,0,0,0,0,0,0,1
19,1,1,1,1,1,1,1,1,1,1
20,0,0,0,0,0,0,0,0,0,1
21,1,0,0,0,0,0,0,0,0,0
22,0,0,1,1,0,0,0,1,0,0
23,0,0,0,0,0,0,0,1,0,0
24,0,0,0,0,0,0,1,0,0,0
25,1,0,0,0,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,1
28,0,0,1,1,0,1,1,1,1,0
29,0,0,0,0,0,0,0,0,0,1
