"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,0,0,2000,0,0
0,0,0,0,0,0,2000,0,0,0
0,0,417,11,3,16,390,65,0,1098
0,1,5,243,1737,0,2,1,4,7
3,3,1158,14,174,1,1,451,14,181
1,3,80,0,0,0,1914,2,0,0
1,0,1986,5,0,3,1,1,0,3
26,0,249,3,2,2,1,1715,2,0
0,0,2000,0,0,0,0,0,0,0
0,0,0,6,1994,0,0,0,0,0
224,0,1773,2,0,0,0,0,0,1
0,0,2000,0,0,0,0,0,0,0
0,0,1998,0,0,0,0,2,0,0
0,0,2000,0,0,0,0,0,0,0
0,1,2,0,1994,0,0,0,1,2
133,3,375,358,4,129,10,982,0,6
2000,0,0,0,0,0,0,0,0,0
0,0,2000,0,0,0,0,0,0,0
0,1,97,1,0,0,0,1901,0,0
0,0,68,1718,0,214,0,0,0,0
0,0,2000,0,0,0,0,0,0,0
5,126,900,8,15,5,917,13,4,7
34,63,65,555,67,13,198,221,559,225
1,97,1858,14,4,4,7,0,0,15
0,26,1956,0,0,1,0,2,3,12
0,0,2000,0,0,0,0,0,0,0
4,0,0,1,64,0,560,1369,0,2
3,5,351,10,3,9,329,322,960,8
0,0,2000,0,0,0,0,0,0,0
26,4,469,2,168,15,1268,26,9,13
