,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0,0,1,0,1,1,0,0,1,0
1,0,0,1,1,0,0,0,0,0,1
2,0,1,1,0,0,0,0,1,0,0
3,0,0,0,1,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,1
5,0,0,0,1,0,0,0,0,0,0
6,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,1,0,1
8,0,0,0,1,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,1,0
11,0,0,0,1,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,1
13,0,0,0,0,0,0,0,0,0,1
14,0,0,0,0,0,0,0,0,0,1
15,0,0,0,0,0,0,0,0,0,1
16,0,0,0,0,0,0,0,0,0,1
17,0,0,0,1,0,0,0,0,0,0
18,0,0,0,1,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,1
20,0,0,0,1,0,0,0,0,0,0
21,0,0,0,0,0,1,0,0,0,0
22,0,0,0,0,0,1,0,0,0,0
23,0,0,0,0,0,0,0,0,0,1
24,0,0,0,0,0,1,0,0,0,0
25,0,1,0,1,1,1,1,0,1,1
26,0,0,0,1,0,0,0,0,0,0
27,1,0,0,0,0,1,0,0,0,0
28,0,0,0,0,0,0,0,0,0,1
29,0,0,0,1,0,0,0,0,0,1
