,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,1,0,0,1,0,0
4,1,0,0,1,0,0,0,0,0,0
5,1,0,0,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,1,0,0
7,0,1,0,0,0,0,0,0,0,1
8,1,0,1,1,0,0,0,1,1,0
9,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0,0,0,0,1
12,0,1,0,0,0,0,0,0,0,0
13,0,0,0,1,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,1,0
15,1,0,0,0,0,0,0,0,0,1
16,1,1,1,1,1,1,1,1,1,1
17,1,0,0,0,0,0,0,1,1,0
18,0,0,0,0,0,0,0,1,0,0
19,1,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,1,0,0
21,1,0,1,1,1,1,1,1,1,1
22,1,0,0,0,0,0,0,1,0,0
23,1,0,1,1,1,1,1,1,1,1
24,1,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0,0
27,0,0,1,0,0,0,0,1,0,1
28,1,1,1,0,0,0,0,0,0,0
29,0,0,0,0,1,0,0,0,0,0
