V24,V13,V25,V30,V9,V37
2,1,0,2,0,3
1,1,0,0,0,0
2,0,0,0,0,0
0,0,0,1,0,0
0,0,0,2,0,1
0,0,1,0,0,0
0,0,0,0,0,0
0,1,1,0,1,1
1,0,0,0,0,0
1,0,3,4,2,0
1,0,0,0,0,0
2,1,1,1,2,2
3,1,0,2,0,1
0,0,0,0,0,0
1,0,0,0,0,0
0,1,4,0,1,0
0,0,1,1,0,0
2,1,0,0,1,2
0,1,0,0,0,0
2,1,0,0,1,3
0,0,0,0,2,0
2,0,0,0,0,0
1,4,1,4,0,2
1,0,1,1,3,0
1,0,1,1,0,0
0,1,0,1,0,0
1,0,0,0,0,2
0,0,0,0,0,0
0,0,1,0,0,0
3,4,2,3,1,3
0,1,0,0,0,0
0,1,0,0,1,2
1,1,0,0,2,0
0,0,1,0,0,0
0,1,0,2,0,0
0,1,0,0,0,0
0,0,0,0,1,1
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,3,0,0,0,0
0,0,1,0,0,0
3,5,5,8,5,8
0,1,0,0,0,0
0,0,0,0,0,1
1,3,3,3,1,0
1,0,1,0,0,0
0,0,1,0,1,0
0,1,0,1,0,1
0,1,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
4,1,2,3,2,3
0,0,1,0,0,0
0,0,2,0,0,2
1,1,4,1,3,2
1,0,2,0,2,2
1,1,1,1,1,1
1,1,1,0,0,1
7,7,7,4,7,8
0,1,2,0,0,0
0,0,1,0,0,0
4,1,4,5,5,5
0,1,1,0,1,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,1,0,1
1,1,0,1,0,0
1,0,1,0,0,0
1,0,0,0,1,1
0,0,0,0,1,0
2,0,0,0,0,0
0,0,0,1,1,1
3,1,0,2,3,3
0,0,0,1,0,1
0,0,0,0,1,0
0,0,0,1,1,0
