V13,V68,V14
0,43,0
0,0,0
0,0,1
8,0,0
1,0,764
124,0,54
1,0,0
0,0,2
0,0,1
0,0,1
4,1,0
117,6,1
10,2,9
0,0,179
1,4,11
62,0,10
1207,1226,1212
20,0,0
746,1,814
0,0,0
27,0,563
32,0,1
0,0,0
0,0,0
0,13,0
1,0,1
0,0,48
1,2,1
1,0,14
7,6,0
0,4,0
0,0,10
1,2,0
18,4,256
22,0,185
1,0,0
0,4,4
0,0,0
1,2,3
0,0,0
0,0,0
448,1,0
37,12,0
0,0,0
1,10,0
60,1,6
306,1,0
6,7,1
7,0,1
0,0,13
0,1,1
25,0,1487
1,0,1
0,1,2
19,0,1
402,0,7
1,19,1
1,7,0
4,2,1
1,27,50
0,0,0
0,0,0
8,0,0
108,0,1
1,1,1
31,3,40
1,0,0
2,3,3
2,0,0
5,4,0
5,313,7
1,0,57
1,0,70
1,0,0
2,462,1
0,0,0
0,1,0
1,20,0
0,0,5
0,0,10
3,0,29
0,0,0
164,1,1
45,926,0
0,28,0
1,4,0
1,0,22
19,2,2
0,70,187
0,0,0
2,0,3
3,1,2
0,87,5
0,0,0
1,2,1
0,1,7
4,1,158
20,0,0
2,3,1
353,0,1
0,2,3
0,0,0
150,0,169
2,0,0
6,0,3
0,0,16
0,1,0
2,0,0
0,0,0
2,21,9
0,0,4
1,1,1
56,46,1
31,0,1
1,0,0
0,0,0
65,0,5
1,2,6
29,2,282
3,0,340
