V44,V20,V5,V13
0,0,32,0
1,2,312,1
0,0,0,0
71,1,0,1
2,1,56,0
3,0,31,0
8,0,4,0
4,0,6,0
3,2,21,0
18,0,1,0
4,0,3,0
10,0,0,0
4,0,2,0
172,0,1,1
2,0,1,0
1,0,0,0
24,1,39,0
26,1,4,2
3,0,166,1
7,0,2,0
86,0,3,2
1,0,0,1
1,0,9,1
3,0,0,0
81,3,5,0
0,1,0,0
15,0,0,0
46,0,3,0
3,1,0,1
0,0,0,0
215,1,0,1
4,0,1,0
10,0,1200,0
0,1,0,1
0,0,0,0
2,0,0,0
19,0,0,0
4,0,4,0
6,0,1,0
71,0,0,0
5,2,0,0
0,0,309,0
0,1,72,1
3,0,2,0
153,0,1,3
7,0,103,0
86,0,0,0
11,0,0,0
0,0,0,0
1,1,2,2
0,1,0,0
0,0,76,0
1345,475,1256,0
0,0,0,0
4,0,9,1
7,1,0,0
112,2,1,1
1,1,21,0
844,0,0,2
8,0,3,0
325,1,1,1
0,0,7,0
0,2,0,0
5,1,3,1
2,0,48,0
4,1,3,0
25,2,3,0
1,0,319,0
0,1,3,1
0,1,0,0
54,0,0,0
3,0,2,1
0,0,0,0
1461,0,0,27
1284,0,0,0
1,1,2,1
12,1,1,0
4,0,4,1
103,0,10,0
2,0,2,1
