"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2"
1.7785944067503,-0.104012840620685,0,0,0,-0.0014750265126181,0,-0.448704602221306,-0.796631746309359,0,2.32013819291775,-0.0183631353833716,0.171108733275279,0,0,-0.033138522460248,0,-0.570392874331092,-1.33559611378377,0,2.99361956721689,0,0.738365090269455,0.174408295521947,0,-0.384479990991524,0,-0.435767733396362,-2.09856941983804,0
-0.104012840620685,2.01659998416037,-0.0397132402180691,0,-0.209447380106224,-0.0598895612582756,-0.12221456258567,-0.2474368500797,-0.941081534686425,0,-0.0183631353833716,2.76526170094793,-0.270599437962664,0,-0.176846122746829,0,-0.0784495509763515,-0.488238365870542,-1.57134474669914,0,0,3.48363357294857,-0.467284049021087,0,-0.0733071683160055,0,0,-0.783993043581912,-2.11978968836896,0
0,-0.0397132402180691,1.27627691293049,0,0,-0.614532180213651,0,0.127865128500087,0,0,0.171108733275279,-0.270599437962664,1.67946253168296,0,0,-1.07629836661202,-0.00396968515588105,0.573061601008646,-0.0534910051366077,0,0.738365090269455,-0.467284049021087,2.31701504751149,0.20101596887343,0.159474526818317,-1.5394011100497,-0.232999001336571,0.977681037114608,-0.596345002516492,0
0,0,0,1.40980723102144,-0.0961316615559176,0,-0.143189840336047,0,-0.166469066468829,-0.47710678816883,0,0,0,1.64791486621845,-0.0960326409604155,0,-0.179856938937015,0,-0.167212046911562,-0.690672474078645,0.174408295521947,0,0.20101596887343,1.84267354221465,-0.0674726269039013,0,-0.216562945099522,0.0824484042327448,-0.378648366627009,-0.946384303824764
0,-0.209447380106224,0,-0.0961316615559176,2.1587689942617,0,-0.571993267713191,-0.576871600104609,0,-0.557778652889511,0,-0.176846122746829,0,-0.0960326409604155,2.9427018128451,0,-0.847741781236335,-0.892383426101,0,-0.833966016704435,0,-0.0733071683160055,0.159474526818317,-0.0674726269039013,3.86384508839873,0,-0.959334833526467,-1.33492615624132,0,-1.49203881559316
-0.0014750265126181,-0.0598895612582756,-0.614532180213651,0,0,2.71529735653553,-0.199831914125421,0,-0.767230920702966,-1.1363657296599,-0.033138522460248,0,-1.07629836661202,0,0,4.24646490700624,-0.233319784159835,0,-1.25178639251175,-1.92611716981344,-0.384479990991524,0,-1.5394011100497,0,0,5.87698295473769,-0.100680479102108,0,-1.53006178720647,-2.86383275288121
0,-0.12221456258567,0,-0.143189840336047,-0.571993267713191,-0.199831914125421,2.19614459899851,-0.109337783609024,-0.415796579161511,-0.483408904088049,0,-0.0784495509763515,-0.00396968515588105,-0.179856938937015,-0.847741781236335,-0.233319784159835,2.91348241996025,-0.159911200149713,-0.579396356809178,-0.695473503169154,0,0,-0.232999001336571,-0.216562945099522,-0.959334833526467,-0.100680479102108,3.57812136306513,-0.507237422426036,-0.596928181207023,-1.02460868062172
-0.448704602221306,-0.2474368500797,0.127865128500087,0,-0.576871600104609,0,-0.109337783609024,1.80776159171182,-0.171727711985886,0,-0.570392874331092,-0.488238365870542,0.573061601008646,0,-0.892383426101,0,-0.159911200149713,2.49915510280161,-0.281965648159571,0,-0.435767733396362,-0.783993043581912,0.977681037114608,0.0824484042327448,-1.33492615624132,0,-0.507237422426036,3.32394263429249,-0.773832782722051,0.554611610993732
-0.796631746309359,-0.941081534686425,0,-0.166469066468829,0,-0.767230920702966,-0.415796579161511,-0.171727711985886,3.03073475502857,0,-1.33559611378377,-1.57134474669914,-0.0534910051366077,-0.167212046911562,0,-1.25178639251175,-0.579396356809178,-0.281965648159571,4.79658022130965,0,-2.09856941983804,-2.11978968836896,-0.596345002516492,-0.378648366627009,0,-1.53006178720647,-0.596928181207023,-0.773832782722051,6.99900487005671,0
0,0,0,-0.47710678816883,-0.557778652889511,-1.1363657296599,-0.483408904088049,0,0,2.68314027595048,0,0,0,-0.690672474078645,-0.833966016704435,-1.92611716981344,-0.695473503169154,0,0,4.06231535033998,0,0,0,-0.946384303824764,-1.49203881559316,-2.86383275288121,-1.02460868062172,0.554611610993732,0,5.71651191162232
