V21,V26,V78
1,902,0
67,25,0
1,0,0
27,0,0
0,0,0
11,81,0
305,2,0
9,122,0
0,0,0
421,2,0
32,0,0
0,2,0
262,0,0
1,39,0
1,1,0
143,135,0
545,2,0
72,1,0
2,597,0
0,2,0
0,0,0
57,30,0
2,14,0
12,283,1
24,21,0
1,1,0
0,10,0
0,36,0
1,0,1
0,1,0
1,3,0
225,4,0
1,0,0
1171,1161,0
2255,876,848
39,2,0
2,40,1
1,44,0
406,0,1
2,43,0
0,3,1
28,0,0
0,0,0
2,1,0
1,0,0
14,17,0
5,1,0
1,730,0
1,0,0
3,1,0
0,0,0
61,181,0
0,1,0
2,1,1
187,0,0
1,29,0
574,542,0
559,30,0
0,0,0
1,133,1
7,3,0
350,1,0
26,16,0
4,0,0
87,0,0
913,119,0
0,0,0
1,0,0
89,77,0
5,0,0
145,0,0
44,0,0
0,2,0
10,167,0
130,339,0
75,0,0
0,1,0
0,24,0
0,0,0
7,81,0
11,0,0
1,255,0
0,0,0
19,0,0
0,0,0
22,0,0
0,59,1
1,15,0
2,8,0
0,0,0
269,0,0
2,0,0
20,22,0
805,0,0
0,3,0
13,5,0
0,11,0
39,19,0
376,0,0
2,4,1
7,1,0
746,13,0
748,3,0
423,55,0
1,2,0
7,56,0
2,2,0
6,2,0
11,32,0
51,197,0
12,1,1
0,8,2
4,1,0
1104,1147,0
18,0,1
1,5,1
0,0,0
0,23,0
2,2,0
56,26,0
