"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,2,2,4991,0,0,5,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,3610,0,0,0,1390,0,0,0
4,73,0,4696,0,0,227,0,0,0
0,4997,3,0,0,0,0,0,0,0
0,4971,0,0,0,0,0,29,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,4996,0,1,0,3,0,0,0
3,0,2,0,1,0,1,0,4984,9
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,59,1,0,3022,1163,148,439,168,0
0,7,0,38,0,0,4951,0,0,4
89,3,2,1,4,0,0,0,4901,0
4677,0,0,5,0,225,2,0,0,91
8,0,4890,1,0,1,0,97,0,3
16,36,1806,9,14,4,10,659,649,1797
817,850,104,15,36,15,2327,12,818,6
0,0,0,0,0,0,0,5000,0,0
1,0,1,0,3623,1341,28,0,1,5
3360,1,48,2,2,66,4,1178,168,171
0,2,0,0,0,0,0,0,0,4998
0,9,0,36,6,0,32,0,0,4917
0,0,0,5000,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
90,5,4872,0,28,0,3,0,1,1
1,0,0,0,83,0,4706,0,209,1
4207,4,33,12,73,552,94,21,3,1
