"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
62,50,49,172,60,459,3519,67,73,489
2,3,8,3,0,0,4972,12,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,4910,0,0,0,90,0,0,0
0,255,0,0,0,0,0,0,0,4745
31,28,416,3218,15,19,56,49,1163,5
5000,0,0,0,0,0,0,0,0,0
34,638,1783,29,34,9,608,93,1673,99
11,9,13,16,4433,244,87,13,88,86
0,4996,0,0,0,0,4,0,0,0
24,1,214,0,1,0,5,564,0,4191
6,543,2,1,2,194,4054,0,1,197
0,0,0,0,0,5000,0,0,0,0
1175,0,1,3310,16,495,0,3,0,0
0,0,0,4,2533,3,0,0,2,2458
39,2406,952,17,23,22,345,117,109,970
106,4524,15,25,27,31,23,229,13,7
0,1248,446,0,0,6,0,1,1,3298
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,0,4542,0,0,2,246,0,3,207
36,50,290,108,11,2118,271,39,32,2045
0,0,0,5000,0,0,0,0,0,0
17,0,0,4982,0,0,0,1,0,0
1,33,1,0,4964,0,0,1,0,0
0,5000,0,0,0,0,0,0,0,0
1,0,1,4964,15,1,0,2,16,0
24,3,5,6,7,4706,3,240,2,4
0,0,0,8,0,4992,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
