"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
10,5,25,153,5,6,6,26,3475,1289
0,0,0,0,0,5000,0,0,0,0
1,0,4999,0,0,0,0,0,0,0
1251,67,61,66,31,10,6,5,64,3439
2,608,2,2,4373,1,2,1,3,6
0,4984,0,0,0,0,0,16,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,3,4997,0,0,0,0
11,4641,204,2,17,1,1,0,88,35
0,0,0,96,0,0,0,0,0,4904
67,63,24,3017,52,1149,405,147,54,22
0,0,0,0,0,0,0,0,2,4998
0,0,1,1126,0,0,3047,389,1,436
3,20,3,7,4,2478,2475,5,2,3
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,0,0,5000,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
996,17,6,120,17,2722,7,141,973,1
3613,0,1383,1,0,1,1,1,0,0
0,0,0,0,0,217,0,4783,0,0
8,3,4,11,1,3,12,4924,3,31
0,0,0,0,0,0,0,5000,0,0
4,0,0,0,0,1,2501,0,2494,0
0,1,3,2472,3,1,2502,0,13,5
0,0,0,35,0,0,2,4963,0,0
0,0,2,0,0,0,4992,5,0,1
2482,3,54,4,33,0,35,2362,2,25
