"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
5,4679,83,12,91,30,8,84,3,5
0,0,0,15,1,0,0,4984,0,0
15,11,29,9,4110,29,79,205,6,507
0,2,0,1,1,4400,1,0,595,0
6,0,0,4994,0,0,0,0,0,0
4,0,0,0,0,0,0,0,4996,0
3,5,5,220,14,0,4032,183,2,536
1,0,0,0,0,0,0,0,0,4999
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,3,0,1,3,0,0,0,4993,0
0,4998,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,5000
72,70,182,59,1346,1458,157,191,79,1386
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,0,0,0,5000
3,0,2,0,0,0,4994,0,0,1
464,57,13,3446,54,10,438,469,22,27
109,136,127,2429,51,50,872,851,326,49
0,0,0,0,0,0,0,0,5000,0
1001,13,9,12,2565,3,0,1,1003,393
13,18,942,6,12,138,130,987,7,2747
14,2405,125,0,0,1,1,2,0,2452
4882,8,1,6,0,3,3,4,92,1
4965,0,0,18,5,0,7,0,5,0
0,0,0,0,0,0,5000,0,0,0
1,1226,11,19,27,22,3225,422,20,27
1,4988,0,0,0,0,4,5,0,2
49,44,38,836,2212,98,810,18,789,106
0,0,0,0,0,0,0,0,5000,0
