"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,5000,0,0,0
1,0,0,0,0,0,0,4999,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,13,4,4983,0,0,0,0,0,0
551,191,16,4241,0,0,0,0,1,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,8,0,0,0,0,4992
0,0,4,0,0,0,0,4996,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,1,0,0,2,4995,2,0,0
4992,1,0,0,1,3,0,2,0,1
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,0,0,5000,0,0
5000,0,0,0,0,0,0,0,0,0
741,298,287,280,277,2014,232,307,290,274
33,1,0,1,4843,4,0,1,30,87
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,5000,0,0,0
5000,0,0,0,0,0,0,0,0,0
521,78,80,65,56,184,3824,68,65,59
0,0,0,0,5000,0,0,0,0,0
