V30,V37,V24,V9,V25
12,19,13,10,10
3,5,5,4,3
0,0,0,1,0
2,1,1,1,2
2,0,0,0,1
0,1,0,2,1
0,0,0,1,0
38,45,50,44,52
0,0,0,0,1
0,0,0,0,0
0,1,0,0,0
0,1,0,1,1
8,9,9,9,7
3,4,5,4,0
0,0,1,0,1
1,1,1,1,0
1,0,1,0,0
1,3,1,0,1
1,1,1,1,0
3,2,0,1,1
0,0,1,0,1
0,1,0,0,1
0,1,0,0,0
4,7,4,0,6
5,4,3,5,3
0,0,0,0,0
2,0,1,1,1
4,5,10,3,1
0,1,2,1,1
0,0,0,0,0
0,0,3,2,0
1,1,1,1,0
0,0,0,3,1
12,14,20,15,26
0,0,0,0,0
1,0,1,1,0
0,0,0,0,0
0,2,0,0,0
2,1,1,1,1
3,2,2,2,0
1,0,0,0,1
0,0,0,0,0
0,0,0,0,0
1,0,1,0,0
0,0,0,0,1
0,0,0,0,0
0,1,1,0,1
1,1,0,1,0
0,0,0,0,0
2,0,3,0,2
0,0,0,1,1
0,0,0,0,0
0,0,1,2,1
0,0,0,0,2
0,1,0,0,0
1,1,2,2,0
0,1,0,3,2
0,1,4,1,0
0,1,0,1,0
0,0,0,0,1
0,0,1,0,1
0,1,1,0,2
0,0,0,0,0
1,1,1,2,0
10,10,13,23,9
0,0,0,0,0
3,0,1,1,0
1,0,1,0,4
1,0,1,1,0
0,2,0,0,1
0,1,0,0,0
0,0,0,1,0
0,0,0,0,1
0,0,0,0,0
0,2,0,0,2
2,1,0,0,0
0,1,0,0,0
0,0,1,1,0
0,1,1,0,0
3,3,0,3,3
