V25,V30,V37,V24,V9,V15
2,0,0,2,2,0
0,0,0,0,1,1123
1,1,1,0,0,0
0,0,0,0,0,7
0,0,0,1,1,4
0,1,1,0,0,1
0,1,0,0,1,0
0,0,0,1,0,307
1,1,0,0,1,1
1,2,2,1,0,1
0,0,0,1,1,317
2,2,1,1,1,3
1,2,1,0,0,0
0,3,2,2,2,0
0,1,1,0,0,1
1,0,1,0,1,0
1,0,2,1,1,87
2,2,0,0,0,1
0,1,0,1,2,1
0,0,0,1,0,5
0,2,0,0,1,1
1,1,0,0,1,166
0,0,0,0,1,92
0,0,0,1,0,438
0,0,0,0,0,1
1,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
0,2,2,0,0,1
1,0,0,0,0,1
0,1,1,2,2,1
0,0,1,1,0,1
4,1,3,2,1,0
1,2,0,0,0,1
0,0,0,1,4,570
4,3,7,4,4,5
21,13,6,7,10,3754
1,0,1,0,1,1
0,0,0,0,0,1
4,2,3,5,3,427
0,0,0,1,0,524
1,3,2,2,0,0
1,1,1,4,1,1
0,0,0,0,0,510
0,0,0,0,0,1
2,2,1,1,2,3
0,1,1,2,1,0
2,0,1,0,0,3
1,0,0,0,1,1
0,0,0,0,1,28
0,1,1,0,0,0
0,0,0,0,0,1
0,2,1,1,0,0
1,0,0,0,0,31
2,13,10,8,6,10
0,0,0,0,0,1
0,0,1,1,0,3057
1,2,1,2,2,23
1,0,0,0,0,53
0,0,0,2,0,22
3,2,0,1,1,4
0,0,0,1,0,0
0,1,1,3,0,2
0,1,0,0,0,0
0,0,1,0,2,0
0,1,0,0,0,304
1,0,0,0,0,16
0,1,1,0,1,58
0,0,0,0,0,0
1,0,0,2,0,1131
1,3,2,5,5,29
2,0,0,3,0,207
0,1,0,0,1,0
0,0,0,0,0,6
1,0,0,1,1,104
0,1,0,0,0,29
1,0,1,2,1,2
0,2,1,0,0,1
2,0,0,0,1,712
1,0,1,0,0,129
