"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,0,4987,0,13,0
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,590,11,0,0,4398,0,1,0
0,612,0,4,0,0,0,0,4384,0
0,618,0,0,0,0,0,4382,0,0
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,5000,0,0,0,0
39,4960,1,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,0,5000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,521,538,0,0,0,3941,0
0,0,0,0,0,3603,0,0,0,1397
0,0,0,5000,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,4421,0,579,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,4995
511,513,474,527,502,482,507,489,471,524
0,0,0,5000,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
3793,72,62,58,61,485,68,158,195,48
0,4902,0,0,1,95,0,2,0,0
0,0,0,0,583,0,0,0,4417,0
0,0,0,0,0,3641,0,0,0,1359
1041,140,147,135,143,155,123,2820,160,136
9,4746,0,237,0,0,3,0,1,4
0,76,0,2,77,3,1,0,2,4839
