"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
1.20666186823855,0,-0.076042781716849,0,0,0,0,0.164634855869038,0,0,0.0559499012807291,0,0,-0.104812136097012,0,-0.0719758588154304,0,0,0,-0.0641067232747053,0,0,0,0,0,-0.0294770143075962,0,0,-0.0276429477691693,0.0251771692501914,0,0.0318520036336027,0,0,-0.0675319297142388,-0.00414574898271374,0,-0.0229014576578376,0,0.032178924354677,0,0,0,0,0.0370857846372662,0,0,-0.371879326573323,0,-0.0874827439736394
0,1.39418727146744,0,-0.176119617869153,-0.0737884916466578,-0.245416620460437,0,0,0,0,0.11333507273293,-0.046013583749862,-0.289465835625941,-0.0612208922541439,0,-0.0131907300229521,0,0,0,0,0.123227306004372,-0.314638035105573,0,-0.0752103873840445,0,0,0,-0.0996240963668973,0,0,0,0,0.0452704550384643,0,0,0,0,0,0,0,0.0227646920282959,0.0377482308120347,-0.0214805309312351,0,0,0,0,0,0.0571235333150159,0
-0.076042781716849,0,1.23376502306148,-0.109014387991099,-0.00651971848975421,-0.11170459545404,0,0,-0.105918305349227,-0.25400055931248,0,0.0799224794327031,-0.233251672407968,0,0,0,0.00220879792713593,0,0,0,0,0,0,-0.0320688486500552,0,-0.0173116589017963,0,0,0,-0.055292669010196,-0.0706621488159002,0,0.0756971038656904,-0.0165149053867692,0,0.0857500073100061,0,0,0.0846147080112463,0,0,0,0.122323059281474,-0.019941362612254,0,-0.0269132733278121,0,0,0,0
0,-0.176119617869153,-0.109014387991099,1.12777084361543,0,0,0,-0.0380762705377842,0,-0.0237985575227911,0,0.0484989879273926,0,0.0873993800598841,-0.102824003636381,0,-0.0595016197685797,-0.0717654793099775,-0.130295866821417,0,0,0,-0.0472340115807746,0,0,-0.0498646843020523,-0.0257209627437369,0.0430726943193035,0,0,0,0,0,0.026907015209795,0,0,0,-0.0651869117741268,0,0,0.0138587010733967,0.156696941038145,0,-0.0197972042627624,0,0,-0.0349060257005882,0.00184067930294608,0,0
0,-0.0737884916466578,-0.00651971848975421,0,1.19646738550349,0,0,0,-0.0343084693908899,-0.00925473362504005,0,0,-0.186227637316121,0.191833695179918,0.0813915475164939,0,0.0788889995335315,-0.090371199018196,0,0,0,0,-0.0344797698301063,0,0,-0.110249605555069,0,0,-0.136355461732256,0,0,0,0,-0.0565511485956125,-0.134698211531481,-0.0281972635782912,0,-0.0652955647207503,0,0,0,0.0311724508476478,0.0366561632069623,0,-0.0733758220015994,0,0,0,0,0.137794107081982
0,-0.245416620460437,-0.11170459545404,0,0,1.30713128279739,-0.0645407828195203,0,0,-0.0247945405618165,0,0,0,-0.115916460048979,-0.312475280883942,-0.0159436865548099,0,0.0686818766635392,0,0.0123101289643153,0.00068196801412419,0,0,0,0,-0.0246522535418048,0,-0.021849924025635,-0.0896906689610248,-0.181260720956057,0,0,0.073387803160825,0,0,0,0,0,0,0,0,0.159941434453995,-0.00388997133422864,-0.0810828516582781,0,0,0,-0.1272587354733,0,0
0,0,0,0,0,-0.0645407828195203,1.23313416963386,0,-0.0775544948461075,0,0,0.283761548304122,0.0413544731031252,-0.048601083598026,0,0,0.0418219476115615,0,-0.152487829613999,0,0,0,0.115755322361216,0,0,0,0,-0.283484178903093,-0.0320678090260725,-0.0212475901474357,0,0,0.0448085982801407,0.0195769724548454,0,0,0,-0.0899732488402689,0,0,0.017627133023937,0,-0.157787547467878,0,0,0,0.0207921524465467,-0.00767427944039369,0.0933767903117638,0
0.164634855869038,0,0,-0.0380762705377842,0,0,0,1.19771217372428,-0.153319928644847,0,-0.0387927446471062,0,0,0,0,0,0,0.0914217810795428,0,-0.0758296370049052,-0.0208648834444035,0,-0.0836150557913449,-0.0883899079402923,0,-0.00200078484232303,0,0,0.114748443742604,0,0.0105167708225484,0,0,0,0,0,0,0.0455021006010472,-0.0798653261365646,0,0.335204439800695,0.0246837131803144,0,0,0.0224807994789354,0,0,0,-0.103072853914615,0
0,0,-0.105918305349227,0,-0.0343084693908899,0,-0.0775544948461075,-0.153319928644847,1.62601342025641,0,0,0,-0.342782396669897,0,-0.13303221932654,0,0,0,0,-0.192300325706257,-0.0348238270521456,-0.131501489847329,-0.0642163770137955,0,-0.233607163220789,-0.0905612710829056,-0.147803542365673,-0.168743338093927,0,-0.0408944312677873,0.0401804344901218,0,-0.110003507851196,-0.01359002363935,0,0,-0.0287900454662028,0,-0.0574178397736241,-0.0114564426629523,-0.217610194851748,0,-0.132075873886989,0,-0.107789166550281,0,0,0.0113528054083992,0,-0.188840822228051
0,0,-0.25400055931248,-0.0237985575227911,-0.00925473362504005,-0.0247945405618165,0,0,0,1.2283613286829,0,-0.0168402817549219,0,0.198690696968107,0.0888167019430615,-0.0251751611082624,0.0510140265010935,0.140585233451831,-0.114425130108133,0,0,0,0,0,-0.160853783393048,0,0,0,-0.050915282821435,0.00142552861593893,0,0.178557094261656,0.0538003537637111,0,0.133627074305754,0,0,0,-0.0112510885325473,0.0359514335350108,0,0.0154510644901828,0,-0.092027615059334,-0.00924354323501024,0,0,0,0,0
