V30,V3,V9,V24,V20,V25,V37
1,18,1,0,0,0,0
0,2,0,0,1,1,0
0,1,0,0,1,0,2
0,1,2,0,0,0,1
1,6,0,0,1,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,3
0,126,1,0,1,0,1
0,6,0,0,1,0,3
0,6,1,0,0,0,0
0,37,0,1,0,0,0
0,13,0,1,1,1,1
0,1,0,1,0,0,1
0,56,0,0,0,0,1
1,15,0,2,0,0,0
0,26,0,2,1,0,0
0,0,1,0,0,0,0
0,3,2,0,2,0,0
0,13,0,0,0,0,2
0,0,0,0,0,0,0
3,16,5,5,2,4,6
1,51,0,0,1,0,0
1,165,1,3,1,2,2
2,14,1,0,5,0,0
0,1,0,0,0,0,0
0,4,0,0,1,0,1
0,13,3,0,3,2,1
0,146,0,0,0,1,0
0,57,1,2,0,0,1
1,51,1,0,2,1,0
2,7,1,3,1,1,2
1,3,0,0,0,0,1
0,0,0,0,0,0,0
3,62,1,0,2,3,1
0,0,2,1,1,1,0
3,902,6,3,0,0,3
1,32,1,0,0,0,0
4,1,3,1,2,1,3
0,12,0,0,0,1,0
0,61,0,0,0,1,1
1,12,3,0,0,0,0
0,7,0,0,2,0,1
2,7,0,0,0,0,0
0,11,0,2,1,0,0
1,34,1,0,0,0,0
0,0,0,0,0,0,1
2,4,4,1,5,0,2
0,0,1,1,0,0,2
0,14,0,1,1,0,0
1,184,0,3,2,2,0
0,0,0,0,1,1,0
0,3,2,0,1,0,1
1,369,4,1,3,3,2
0,0,0,1,0,1,0
19,2332,17,27,18,14,17
0,1,0,1,0,1,0
0,4,0,0,0,2,1
0,20,0,1,1,0,0
0,74,0,0,0,1,1
2,6,1,1,1,0,0
0,7,0,0,1,2,0
2,2,2,1,0,2,1
0,2,0,0,0,1,0
8,12,10,8,11,5,7
0,5,0,0,0,0,0
3,255,1,2,1,2,2
0,0,1,0,1,1,1
2,159,2,2,1,1,2
2,16,2,0,0,1,1
1,16,0,0,2,4,1
1,16,1,0,0,3,0
0,344,0,0,0,0,0
0,62,0,0,0,0,0
0,294,1,0,0,0,3
0,0,0,1,1,0,0
0,11,2,0,0,3,1
1,34,1,1,0,2,0
0,12,0,0,0,0,1
3,44,0,2,0,0,1
