V7,V11,V4,V27
12,10,2,154
363,1,17,1
0,2,54,25
4,0,0,20
6,3,115,2
2938,0,1116,3
34,3,2,1
47,1,0,19
2,17,50,1
0,10,1,3
1,5,0,11
0,0,30,27
1,1,0,9
3,0,2,1
21,17,2,1
7,5,17,14
0,0,4,0
643,12,1751,0
0,8,5,3
68,0,8,1
107,3,5,124
7,16,0,348
2,1,158,9
14,53,1,2
37,1,0,0
2,2,1,2
93,3,0,32
114,4,6,0
518,0,0,2
1,77,11,4
1,2,2,4
2115,2097,1,305
0,2,1,85
3,0,0,108
0,6,4,53
48,4,1,79
226,5,1,4
1,1,0,0
24,54,0,1
27,2,0,0
50,1,60,68
3,4,41,8
13,2,8,12
442,5,18,5
2,2,21,0
0,216,0,0
388,54,52,8
12,2,156,185
15,3,1,0
5,0,24,23
