V13,V37,V40,V9
0,0,1,0
0,0,6,0
0,0,3,0
1,0,2,0
0,1,25,0
2,0,5,1
1,3,620,1
2,2,14,2
0,0,71,0
1,1,5,1
0,0,1,0
0,0,2505,0
0,0,0,1
0,0,0,0
0,0,37,0
0,0,332,1
0,0,73,0
0,1,1,1
0,0,1,0
1,2,5,2
0,0,3,0
1,0,1,0
0,0,0,2
0,0,27,0
0,0,725,0
0,0,2,1
0,0,41,0
2,2,5,2
1,2,5,1
2,1,10,2
0,0,56,0
2,5,16,4
0,0,1,0
2,0,7,0
0,0,0,0
0,0,0,1
0,0,2,0
0,0,2,0
62,5,2701,0
0,0,0,0
0,0,10,0
1,1,18,1
2,0,523,1
0,0,15,0
2,0,1,1
1,0,0,0
0,1,0,0
0,1,0,0
1,0,10,0
3,1,3,2
1,0,201,0
0,1,90,0
1,0,27,0
0,0,0,0
0,0,6,0
0,0,0,0
0,0,1,0
0,1,1,0
0,1,6,0
0,0,3,0
0,0,31,0
0,1,319,2
1,0,0,1
1,1,15,2
0,0,29,0
0,0,4,0
0,0,6,0
0,0,4,0
2,0,2,0
0,2,13,1
0,1,195,0
0,0,1,0
0,0,571,0
0,0,1,1
0,1,0,1
0,1,0,0
0,1,0,0
0,1,2,0
0,0,3,0
0,0,4,1
