V90,V13,V59
0,0,2
566,5,7
1,1,1
37,0,0
0,0,1
45,1,2
0,20,0
24,2,0
120,0,0
240,7,1
258,2,38
1,3,0
0,5,0
0,6,48
26,0,25
0,48,20
0,6,2
0,1,0
0,1,2
94,1,0
7,4,1
0,2,1
78,0,5
21,1,7
5,7,1
1,1,2
0,3,44
0,1,1
43,9,2
0,0,0
1,1,0
0,8,1
0,1,3
320,4,3
0,0,0
0,4,1
0,0,4
0,0,1
0,2,609
0,1,0
10,1,2
28,31,604
0,11,2
0,208,2
10,50,3
0,0,0
7,7,7
14,147,1
78,0,20
267,6,0
1,46,46
0,3,3
0,8,5
0,274,0
0,5,0
17,8,1
1,8,4
0,7,1
1,0,7
15,0,0
0,10,9
0,4,2
5,34,12
8,148,26
15,0,5
0,9,0
0,2,2
0,2,49
18,330,0
0,11,23
0,0,0
0,1,0
1,0,19
2504,932,931
126,0,32
2,0,1
25,0,3
0,183,15
319,52,3
0,6,47
1,1,1
5,1,0
0,5,0
0,0,636
0,1,291
55,3,18
0,0,1
1,1,1
0,34,12
1,779,0
154,1,2
4,6,1
491,0,479
0,1,0
1084,1,1
0,0,1
0,3,0
51,0,1
0,27,1
0,1,0
0,14,0
0,3,5
0,0,2
291,6,16
48,1,0
1,18,0
4,2,0
24,42,20
2,0,1
0,0,0
0,1,2
0,8,0
150,2,137
1,0,0
21,49,0
18,4,452
213,0,3
160,22,1
60,0,0
0,22,0
