V64,V97,V5
17,0,10
0,10,0
0,0,6
3,271,0
1,1,5
8,1,0
0,3,0
6,3,0
0,1,0
0,0,0
5,0,43
6,1,23
2,40,2
0,0,0
21,3,136
7,0,65
1,1,269
0,3,4
17,52,1
0,2,0
1,2,16
0,0,0
1294,1183,1256
1,1,2
138,0,8
0,0,0
6,0,0
0,37,0
1,0,4
0,1,0
0,16,1
0,26,1
0,5,0
0,0,0
14,11,1
129,1,0
0,0,1
7,3,0
110,2,0
1,1,1
3,0,0
0,1,4
0,0,22
0,0,23
45,7,1
38,0,1
4,4,0
14,0,0
1,11,8
21,45,137
1,0,0
12,1,16
0,3,8
5,4,1
2,1,0
0,204,2
0,20,0
1,2,1023
0,1,0
5,2,1
121,6,0
0,1,0
0,23,0
32,302,1
2,0,0
1,6,0
3,13,0
11,543,0
60,1,7
3,2,0
0,200,0
0,476,24
1,0,1
0,2,7
1,143,2
88,2,10
0,0,58
0,23,2
0,0,1
55,1103,154
26,8,0
2,2,0
2,4,1
1,0,4
0,2,5
31,0,1
0,1,0
1,0,0
1156,1208,0
0,8,0
9,2,1
0,2,1
0,0,3
1,1,229
1,0,1
1,1,0
0,1,1
3,0,2
0,116,0
0,2,0
2,0,0
157,1,0
0,1210,0
0,181,10
9,0,2
0,1,0
0,0,0
153,137,0
5,0,2
0,32,0
34,0,604
8,1,1
0,4,2
1,13,0
43,8,3
2,0,0
3,17,5
6,39,0
0,1,10
5,6,1
