V45,V75,V94,V11
0,0,2,0
0,0,6,136
1,0,0,0
11,0,2,0
42,0,1,0
1,0,0,0
1,0,199,0
0,0,1,136
5,0,1,1
3,0,6,1
0,1,21,0
7,0,1,0
2,0,0,0
10,0,1,0
9,0,13,0
91,0,1,27
0,1,0,0
1,0,10,0
0,1,16,0
1,0,0,0
1,0,1,0
4,0,0,1
1,0,10,0
2,0,41,769
1,0,0,726
2,0,9,119
1006,2,1043,996
76,0,0,0
2,0,2,1
0,0,2,1
4,0,2,0
2,0,0,0
3,0,286,1
2,0,15,0
22,0,0,0
0,0,6,3
2,1,0,0
0,0,0,6
2,0,63,1
138,0,12,21
0,0,0,0
0,1,0,0
1,0,1,0
2,0,1,0
5,0,0,816
0,0,0,1
0,0,1,1
6,0,5,0
1,0,0,1
0,0,1,5
229,0,0,0
2,0,0,0
99,0,3,89
1,0,4,0
0,0,2,0
1,0,1,1
5,0,14,0
0,0,5,0
0,0,43,375
0,0,0,0
0,0,61,0
83,0,4,0
19,0,0,0
0,0,1,0
1,0,0,0
1,0,33,0
0,0,2,0
0,0,0,117
8,1,196,1
22,0,1,0
0,0,8,0
2,0,0,1
0,0,4,0
4,0,1,0
0,0,21,0
123,0,6,2
0,0,19,0
2,0,233,0
0,0,15,0
2,0,30,0
0,0,28,0
2,0,145,0
5,0,5,11
7,0,0,0
4,0,21,1
3,0,6,0
0,0,0,0
69,1,54,0
0,0,6,0
4,0,1,0
3,0,41,1
0,0,1,0
5,0,1,0
2,0,5,18
0,0,1,0
0,0,0,1
11,0,3,0
0,1,28,0
5,0,241,1
162,0,1,0
232,1,1,0
0,0,0,189
1,0,1,0
0,0,0,0
29,0,5,1
1,0,1,0
53,0,0,41
0,0,4,0
0,0,16,4
4,0,0,0
1,0,0,0
0,0,1,48
2,0,0,0
0,0,0,0
9,1,0,4
0,0,2,0
1,0,0,1
0,0,7,0
1,0,34,0
0,0,11,0
