V30,V16,V98,V97
0,0,0,2
0,0,0,0
17,0,0,1
1,0,1,9
0,0,13,145
0,0,1,7
0,0,1,1
0,0,21,7
1,0,0,8
0,0,0,1
0,0,0,2
0,1,81,2
0,1,0,2
177,1314,0,1356
0,0,0,913
0,1,0,6
1,0,1,0
0,16,0,0
0,0,0,6
0,0,1,0
0,0,3,7
0,2,893,7
0,3,28,3
0,2,0,1
0,0,0,0
0,0,12,0
0,19,25,30
0,0,1,2
1,0,1,0
1,2,0,1
0,0,11,0
1,1,3,75
0,2,56,0
0,1,1,1
0,19,1,167
45,2,1,1
1,2,2,4
2,116,0,1
0,0,2,30
0,0,180,0
0,0,0,2
0,1,2,12
0,0,520,83
0,2,0,0
0,1,0,0
0,9,0,0
0,3,8,1
0,9,14,1
0,0,5,0
0,15,1,14
0,22,6,1
0,0,2,2
0,3,0,0
0,3,5,1
0,1,3,1
0,1,1,17
0,0,0,0
0,1,1,2
0,0,0,0
0,0,817,120
0,13,124,3
1,0,1,0
0,0,1,316
1,4,28,0
0,0,0,2
0,4,2,0
0,0,1,3
0,0,0,21
0,0,0,0
1,0,0,5
0,1,213,83
0,0,0,5
0,1,7,12
1,3,22,1
0,0,0,0
0,0,0,121
0,34,346,15
0,0,3,0
0,0,3,0
0,0,0,2
1,0,5,2
0,0,1,1
0,3,103,8
1,1,5,21
1,0,3,0
0,2,0,2
0,0,1,2
0,0,2,13
1,256,93,0
0,0,1,11
0,0,0,0
0,0,1,19
1,0,0,16
0,27,39,2
2,124,296,2
1,1,0,120
1,0,1,0
0,1,0,3
0,0,7,0
0,147,0,2
0,8,1,1
0,0,0,1811
0,0,0,0
0,1,2,4
0,1,1,2
0,1,0,1
1,0,0,1
0,209,0,0
0,53,0,57
0,3,34,20
0,1786,1700,0
0,0,1,0
0,0,1,1
1,0,305,273
1,0,0,67
0,0,7,259
0,526,506,2
0,1,0,0
0,0,0,14
0,0,0,0
