V9,V30,V25,V24,V37,V13
2,0,1,0,0,1
0,1,0,0,0,3
2,6,2,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,2,0,1,2
0,4,2,1,2,0
0,1,1,1,0,1
0,0,0,0,0,0
1,2,1,1,0,1
0,0,0,1,0,0
0,0,1,1,0,1
0,0,0,0,1,0
0,0,0,1,0,0
3,1,2,1,1,1
0,0,0,1,0,1
0,1,0,0,0,0
0,4,4,2,2,0
0,0,0,0,1,0
1,0,0,0,1,1
0,0,0,0,0,0
1,0,0,0,0,0
0,2,1,1,0,1
5,6,2,5,3,4
0,0,0,1,0,0
0,3,0,0,0,1
0,1,0,0,0,0
0,0,0,1,0,0
0,1,0,0,0,0
1,1,0,3,0,1
0,0,1,0,0,0
1,0,0,1,0,1
0,1,2,2,0,1
0,0,0,2,0,0
1,1,1,0,1,0
0,0,0,0,1,2
0,0,0,0,0,0
2,1,0,1,0,0
1,0,2,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
1,0,2,1,0,1
0,0,0,0,0,0
0,1,0,1,0,0
0,0,1,0,0,0
0,1,0,0,0,1
1,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
2,3,0,1,1,0
0,1,0,0,1,0
1,0,1,0,0,1
0,0,0,0,0,0
0,1,0,1,0,0
0,0,2,0,0,0
13,13,10,15,16,12
1,0,0,1,0,1
1,1,0,2,0,0
0,0,0,0,0,1
0,0,0,1,0,0
0,1,1,0,0,0
1,0,0,2,0,0
0,0,0,2,0,2
0,0,0,0,0,0
1,0,0,2,1,0
0,1,0,0,0,2
0,0,0,0,0,0
1,1,0,0,0,2
0,0,1,0,0,0
0,0,0,1,0,0
0,3,0,0,0,0
0,0,0,0,0,0
0,0,2,0,1,0
0,0,0,0,0,0
2,0,0,0,0,0
0,0,1,0,1,0
0,0,2,1,0,0
0,0,0,0,0,0
2,0,1,0,0,1
0,0,1,1,0,1
