V30,V9,V24,V37,V25,V40
0,1,2,3,1,100
2,0,1,1,0,2
2,1,1,1,2,4
0,0,0,0,0,26
1,0,1,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,2,1,3,3,5
0,0,0,1,0,1
1,0,1,0,0,885
0,0,0,0,2,1
1,0,1,1,0,20
1,0,0,0,0,0
0,0,1,0,0,0
0,1,0,0,1,0
0,0,1,1,0,0
1,1,0,1,0,0
1,1,2,0,2,1
1,3,1,2,2,95
0,0,0,0,0,19
3,2,2,5,3,5
0,2,0,0,1,0
2,0,1,3,1,3
0,1,0,0,0,1
0,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,1,0,0,0,0
1,2,1,2,1,1256
0,0,1,1,0,1
1,1,3,2,1,1
0,0,2,2,2,1
0,0,0,0,0,0
0,0,2,1,1,2
5,5,6,6,1,7
4,0,1,2,1,2
5,5,4,5,7,5
0,0,0,0,1,1
0,1,1,1,5,1
0,0,1,1,0,0
0,1,0,0,0,3
0,0,1,1,0,0
1,0,0,0,0,5
0,0,0,0,0,1
0,0,0,1,1,1
0,0,2,1,0,0
0,2,1,3,1,1
0,0,2,1,1,1
3,0,1,3,2,1
1,0,0,0,0,1
2,4,3,2,4,17
0,1,2,0,0,1
1,0,1,0,0,0
0,0,0,0,0,87
1,1,0,0,0,0
0,0,0,0,0,256
4,2,4,3,2,0
0,1,0,0,0,23
2,1,2,2,0,2
13,21,11,15,12,2039
0,1,0,0,0,85
0,1,0,0,1,1
2,0,2,0,1,1338
0,1,4,0,2,7
0,2,1,2,0,3
0,0,0,0,1,0
0,0,0,0,0,2
0,0,0,1,0,0
0,0,1,1,1,45
1,1,1,0,2,1
2,0,1,0,1,0
0,0,1,1,0,0
0,1,0,2,1,0
1,0,0,0,0,1
1,0,0,1,0,9
0,1,0,1,1,23
0,1,0,1,0,2
0,0,0,0,0,1
0,0,0,1,0,0
1,0,1,0,0,2
