"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
1.10828749180702,0,0,0,-0.120145512658417,-0.129505178669084,0,0,0,0.0582132013095397,0,0,0.00117187366072133,0,-0.000316323649018008,0,0,0,0,0,0.0764396277177511,0,-0.0419850687336199,0,-0.0481155935357707,0,0.0728236438483785,0,-0.210419587296316,0.0258699612165077,-0.00408239543770652,0,0,0.0736492575199507,0,0.086157573180268,-0.0605451089998556,0,0,0,0,-0.0489060379300878,0,0,0,0,-0.0262413907826551,0,0,0
0,1.11727568661317,0,0,0,0,-0.125773706579481,-0.0951642680603564,0,0.0102140166999327,0,0,0.0499930241648214,0,0,0,0,0,0,-0.0184991504487733,-0.112287670629616,0,0.153444120740901,-0.0369943600727746,0,0,-0.0443845125532039,0.0283631335139247,0,0,0.0201937944565921,0.0303759655316604,0,0,0,0,0,0.00720258708505691,-0.215698011961494,0,0,-0.0283829495532019,0,0.104885103069106,0,0,0,0,0,0
0,0,1.28011056469922,0.123212605599594,-0.286246583522957,0,0,0,0,-0.0827420652277308,0,0,-0.191920890091148,-0.0318558464526015,0,0,0,0,-0.111344289484743,0,0,0,0,0,0,0.0585294542359425,0,-0.00836153602138777,0,-0.257336294381049,0,0.0938917329088512,-0.0322323616313755,0,-0.0328793482743863,0,0,0,0.0790256030153312,0,0,0,-0.0601941134394239,0,0.0391128841512358,0,0,-0.0291164154583761,0,0
0,0,0.123212605599594,1.09238638289695,0.134976399091245,-0.0524328606074046,0,0.0557233106528093,0,-0.0337325713270616,0,0,0,0,-0.0351213309047474,0,0,0,0.0110638725264731,-0.053000237136925,-0.129505096631998,-0.0541447197914945,0,0.0590064371218734,0,0,0,0,0,0,0,0,-0.0045710854903783,0,0,0,0,0,0.0053967699150103,0,0,0,0,0,0,0,0,-0.158528477368633,0,0
-0.120145512658417,0,-0.286246583522957,0.134976399091245,1.22282433978438,0,-0.0456301926137403,0,0,0,0,0.0251504919900743,-0.0158872228152603,0,-0.185400688537739,0.0586543215707644,0,0,0,0,-0.0975713598282444,0,0,0.0801241479661646,0,0,0,-0.0993938064676833,0.0480600848210565,0,0,0,0.111589913186817,0,0.0277671529094605,0,-0.0849116123174796,0.0359323240248028,0.0171789260557546,0,0,0,0,0,0.0468519871417544,0.192812538282518,-0.0393548459218392,0,0,0
-0.129505178669084,0,0,-0.0524328606074046,0,1.14521432097784,0,0,0,0,0,0,0,-0.0411872329840981,0,-0.0963303689440376,0.0204748678662649,0,-0.168096234121431,0,0,-0.0602719601308544,0,-0.0510678247676567,-0.185979859872044,0,0.0364370865985277,0,0,0,-0.0618005409843085,0,0,0.040855764050819,0,-0.0661087702922223,0.115974274167146,0,0,-0.00398369823781473,0,0,0.0147466299640907,-0.0744760645573158,-0.00928496197237609,-0.0222071652378864,-0.0545999509319218,-0.10888827334357,0,0
0,-0.125773706579481,0,0,-0.0456301926137403,0,1.16189256086417,0,0,0,-0.108282245211186,0,0,0,0,0,0,0,0.0677359467475005,0,0,-0.046894971296912,0,0,0,0,0.167761462887187,0,0.00358959587789554,-0.226725406751467,0,0,0.178013384629418,0.0162692770501069,0,-0.046079834143755,-0.0230492389728878,0,0,0,-0.0415193083445521,-0.0934839511786373,0,0,0,0,0,0,-0.00755199557143467,0
0,-0.0951642680603564,0,0.0557233106528093,0,0,0,1.22505201008978,0.08053010680509,-0.0895867105409769,0,-0.291036663970113,0.0156980748927283,0,0,0,0.0380391062576369,0,-0.104936266677218,-0.074135562200969,0,-0.00891277984506595,-0.079716349360599,0,0,0,0,0.103725482714724,0,-0.103311437596992,0,0,-0.0642150600733397,0,0,0,0,0.138358907328578,-0.00401488722241053,-0.182224024149774,-0.00306844795699354,-0.0594650593160963,0,0,0,-0.0797102640475353,0,0,0,0
0,0,0,0,0,0,0,0.08053010680509,1.39403455887765,0,-0.0272016506681866,0,-0.133053866583803,0.0258171310886831,0,0,-0.115816315924283,-0.184807936358262,0,-0.227800139925014,-0.101373257310852,0,0,0.0983996613816425,-0.0682004569175597,-0.0948843752642329,0,0,-0.041964632180607,0,-0.173963662642712,0,0,0,0,0,-0.203415480937986,0,0,-0.00701007992819081,0,0.0344753048105424,0,0,0,0.194507635062276,0,0.0871310677767729,-0.30797551463283,-0.0477063227473282
0.0582132013095397,0.0102140166999327,-0.0827420652277308,-0.0337325713270616,0,0,0,-0.0895867105409769,0,1.14643039359615,0,0.0641434300139709,-0.133779842786085,-0.0128180656122197,0,0,0,0.034850696900381,-0.00874372828390297,-0.0227586790393827,0,0,-0.101814076156046,0,0,-0.045002561560493,0.017088759479217,0,0,-0.0205250104247573,-0.0120926657527519,0.0239568360580305,-0.0783667371188153,0,0,0,-0.0990025338991851,0,0,0,0,0,-0.0225316066836361,0,0,0,0,0,-0.179485681569612,0.0973890264662619
