V25,V9,V30,V24,V37
25,24,19,11,23
0,1,0,0,0
1,0,0,0,0
0,0,0,1,1
68,82,70,90,72
2,1,3,2,3
0,1,2,0,1
0,1,0,0,0
0,1,0,1,0
0,0,0,1,0
0,0,1,2,3
0,0,0,0,1
0,0,0,0,1
1,0,0,0,0
0,1,0,0,0
0,0,0,2,1
1,0,0,0,1
0,0,0,0,0
0,0,0,2,0
4,1,2,1,1
0,0,0,0,0
0,2,1,0,2
0,0,2,0,0
1,0,0,0,0
3,2,1,1,3
1,0,0,0,1
1,0,0,0,1
0,0,0,0,0
3,2,3,0,0
5,5,4,3,2
1,0,1,0,1
0,0,1,0,0
0,0,0,0,1
0,0,0,0,0
1,0,0,1,0
0,1,1,0,0
2,0,0,1,1
0,0,0,0,0
4,1,2,2,3
2,3,17,1,2
0,0,0,0,0
2,6,5,2,3
1,0,2,0,0
0,1,1,1,0
0,1,1,0,0
1,1,1,1,0
0,0,0,0,1
50,52,52,55,63
2,0,1,0,0
1,0,0,0,0
2,0,3,1,0
0,0,1,0,0
5,5,10,4,10
0,1,1,1,1
1,2,0,1,0
1,2,1,1,0
0,0,0,0,1
2,1,2,0,0
0,0,1,0,0
1,1,1,1,0
0,0,0,3,2
0,0,0,0,0
0,1,0,1,0
6,7,6,7,4
0,0,0,1,1
0,2,1,0,0
0,0,0,0,1
1,0,0,1,0
1,0,1,1,0
0,0,0,0,1
5,3,5,4,7
0,0,0,2,0
3,0,0,0,2
0,0,0,0,1
4,1,1,1,0
0,2,0,4,1
0,1,1,1,1
14,7,15,13,14
4,4,6,5,2
0,0,0,1,0
