V25,V30,V37,V24,V9
10,12,19,13,10
3,3,5,5,4
0,0,0,0,1
2,2,1,1,1
1,2,0,0,0
1,0,1,0,2
0,0,0,0,1
52,38,45,50,44
1,0,0,0,0
0,0,0,0,0
0,0,1,0,0
1,0,1,0,1
7,8,9,9,9
0,3,4,5,4
1,0,0,1,0
0,1,1,1,1
0,1,0,1,0
1,1,3,1,0
0,1,1,1,1
1,3,2,0,1
1,0,0,1,0
1,0,1,0,0
0,0,1,0,0
6,4,7,4,0
3,5,4,3,5
0,0,0,0,0
1,2,0,1,1
1,4,5,10,3
1,0,1,2,1
0,0,0,0,0
0,0,0,3,2
0,1,1,1,1
1,0,0,0,3
26,12,14,20,15
0,0,0,0,0
0,1,0,1,1
0,0,0,0,0
0,0,2,0,0
1,2,1,1,1
0,3,2,2,2
1,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,1,0
1,0,0,0,0
0,0,0,0,0
1,0,1,1,0
0,1,1,0,1
0,0,0,0,0
2,2,0,3,0
1,0,0,0,1
0,0,0,0,0
1,0,0,1,2
2,0,0,0,0
0,0,1,0,0
0,1,1,2,2
2,0,1,0,3
0,0,1,4,1
0,0,1,0,1
1,0,0,0,0
1,0,0,1,0
2,0,1,1,0
0,0,0,0,0
0,1,1,1,2
9,10,10,13,23
0,0,0,0,0
0,3,0,1,1
4,1,0,1,0
0,1,0,1,1
1,0,2,0,0
0,0,1,0,0
0,0,0,0,1
1,0,0,0,0
0,0,0,0,0
2,0,2,0,0
0,2,1,0,0
0,0,1,0,0
0,0,0,1,1
0,0,1,1,0
3,3,3,0,3
