V52,V99,V14
0,0,12
1,1,0
1,0,0
0,5,159
34,40,0
23,0,0
0,3,205
1,540,82
0,0,0
0,0,22
0,0,1
0,0,1
0,0,0
3,77,0
1,0,1
0,1,0
1,3,2
2,0,3
13,12,748
0,3,4
41,407,5
1,1,4
0,0,1
0,1,97
3,0,0
2,3,3
0,11,2
1,0,3
101,0,10
1,2,0
133,10,22
0,16,253
5,1,0
0,0,9
0,4,31
25,0,211
0,0,1
1,0,50
0,11,7
73,1,1
7,0,0
0,0,0
1,0,79
0,5,1
0,2,1
0,2,2
5,0,0
0,419,5
3,0,14
3,0,47
3,0,4
0,0,0
0,0,147
8,3,4
9,0,0
6,200,1
0,3,2
2,12,9
9,1,19
0,0,6
0,26,4
12,1,0
2,0,0
1,3,0
0,0,0
0,0,0
0,8,1
9,7,14
1,5,0
3,74,0
0,804,6
1,10,231
0,0,0
0,1,2
76,2,0
6,0,1020
11,1,1
2,0,57
4,115,43
0,0,0
462,23,1288
0,0,38
104,0,0
0,0,0
19,77,1
1,3,0
0,0,37
1,63,0
1,1,0
1,404,2
779,37,32
0,0,1
0,79,6
0,3,0
0,3,0
3,1,0
0,1,422
1,3,2
1,0,3
5,5,16
3,113,0
1,56,122
1,2,1
1132,1138,1125
4,1,0
7,1,0
0,0,9
0,1,48
2,0,0
0,0,113
106,0,771
0,175,0
4,111,0
15,0,12
2,4,0
1,3,7
0,0,6
16,0,23
289,130,0
0,0,1
