V24,V30,V37,V9,V25
0,1,0,0,2
0,0,0,0,0
4,3,2,0,4
0,0,0,0,0
1,0,0,1,0
0,0,0,1,2
0,1,2,0,0
0,0,1,0,1
3,2,3,3,0
0,0,1,0,1
4,9,3,4,0
0,3,5,4,4
1,0,2,2,1
0,0,0,1,1
0,0,0,0,0
0,0,1,1,0
0,0,0,1,1
1,2,1,1,1
3,0,0,0,0
0,0,0,0,0
0,2,0,0,0
1,1,0,0,1
0,0,1,0,0
0,0,1,1,0
0,0,0,0,0
3,4,6,2,2
0,1,1,0,0
1,0,0,2,0
0,0,1,1,1
0,2,0,0,2
1,0,0,1,0
1,0,0,0,0
0,0,0,0,0
0,2,0,0,0
0,0,1,0,2
1,0,0,1,1
0,1,1,3,0
2,2,3,2,4
3,2,0,0,2
0,0,1,1,0
23,32,23,27,29
1,0,0,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
3,0,2,0,1
0,0,0,0,0
1,0,0,0,0
0,1,1,1,1
0,0,1,1,0
3,2,0,3,2
1,4,2,2,1
0,1,0,0,0
2,0,3,1,1
0,0,0,0,0
0,0,0,0,0
0,1,2,1,0
0,0,0,1,1
1,1,0,1,0
0,0,0,0,1
0,0,0,0,0
0,0,1,1,0
8,8,7,12,5
0,0,1,1,0
1,0,1,0,1
0,0,1,0,0
4,4,2,0,1
0,0,0,0,0
2,1,0,2,1
0,1,1,0,0
0,0,0,2,0
1,1,0,0,1
0,0,0,2,1
1,0,0,0,1
0,1,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,1
0,0,1,0,0
0,0,0,0,1
