"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
3,14,2,1,9,7,0,0,0,0,879,0,0,5,0,120,1,2,4,1,938,18,3,0,2,3,2,0,1,0,8,1,348,3,17,0,0,51,4,4,961,0,54,49,123,10,972,348,17,15
6,0,28,21,0,7,7,0,0,0,85,0,0,8,0,2,78,4,3,1,580,1,2,1,0,1575,2,0,231,0,12,207,92,36,79,1644,2,12,88,4,3,1,35,2,84,12,11,14,17,3
0,84,5,0,0,33,0,15,1,11,2,0,0,3,1,0,2,1,3,0,3,0,1,0,0,0,1,0,0,0,0,15,45,0,0,1,0,0,0,3,0,1963,0,705,3,108,33,1,1955,2
4,4,843,297,6,36,42,4,1,10,3,1,2,22,0,5,7,2312,6,1,0,12,1,0,0,2,113,49,2,0,334,4,34,115,2,0,2,4,302,3,1,321,0,45,16,17,1,4,3,7
1,2571,40,52,0,1,0,366,0,0,2,0,0,1,0,3,2,0,3,0,6,2,0,0,1,6,5,0,1,0,0,0,1,21,953,0,1,1,0,1,0,0,5,0,948,0,0,0,0,6
16,19,4,4,2,0,3,4,0,2,0,1,1,12,1,394,11,12,1,2,46,4,3,1,2,9,5,2,0,1,0,2,16,6,0,1,1,1,12,7,46,2,0,0,157,967,2829,15,374,2
0,1,33,3,1625,0,4,37,0,0,0,0,0,0,0,0,12,78,8,0,2,3,0,1,0,1,76,4,1,0,652,0,1,647,0,1,0,0,1,1637,0,6,3,5,0,1,31,2,83,41
55,0,3,0,56,361,2,1,1,9,0,3,1,0,0,0,8,0,0,1,1,0,6,1,0,12,933,1,126,0,1,353,11,47,960,1,0,958,18,15,11,2,0,0,1009,6,12,2,11,2
1533,89,5,0,0,24,9,0,1,0,0,10,0,0,0,1,1,0,1,0,4,1,1,0,0,0,1536,0,0,0,229,0,0,0,0,0,1,0,5,4,0,0,13,1,3,0,0,1528,0,0
2085,0,0,2,31,0,1,37,1,10,310,0,0,5,311,1,47,0,0,0,1,13,2,1,0,3,3,5,0,0,3,794,2,1,0,42,0,40,30,1,115,10,1,2,29,0,2,766,292,1
5,19,48,1,0,347,163,24,0,10,38,56,2,116,5,980,21,5,14,3,1,3,0,1,0,0,1,0,18,2,48,4,1,16,6,52,0,17,3,984,2,1,974,40,959,0,4,1,0,5
2,5,65,3,2,0,467,22,0,0,9,0,0,6,6,4,5,4,13,0,0,6,3,1,0,1,0,5,49,0,22,1,144,0,0,57,0,22,3,1,23,3306,26,1,2,465,88,152,7,2
0,0,14,0,0,0,769,4,0,18,259,0,1,0,0,38,3,1,0,0,0,0,1,0,0,5,92,0,2,0,0,4,718,10,0,13,1,2,723,1,0,1992,3,0,0,281,36,0,9,0
