"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
2,2,3,1,103,2,1,334,0,0,1,12,1,0,38,0,18,0,0,3,2355,1,6,2,0,1,8,0,0,2,0,0,2,1,2,5,3,3,2,1,858,0,830,309,32,5,40,8,2,1
0,18,1,0,0,2135,3,0,0,0,5,3,1,1,0,0,0,5,0,1,1,0,0,1,0,0,0,1,2,0,0,3,1,0,1,1,0,90,1,0,2117,0,0,0,119,0,269,108,112,0
0,0,12,4,2271,15,14,2,0,8,35,1,0,9,0,11,1,8,0,0,0,0,1,2,0,1,5,0,0,0,1,2,105,11,2,0,0,0,1,0,0,0,0,0,2,2171,2,0,4,299
0,3,1,1,704,0,3,5,0,0,0,9,0,3,13,2,0,1753,0,1,39,0,14,0,0,1,13,0,0,1,0,624,250,2,82,7,0,4,105,38,1,659,0,1,656,0,0,3,1,1
1,1896,683,1,3,2,1,1,0,32,2,5,0,0,2,1,1,2,236,0,0,3,2,0,0,0,101,0,0,2,0,36,43,0,1,0,1,0,1,1910,1,0,0,3,2,13,5,0,7,0
44,23,440,0,1,2,2,0,0,22,2,3,0,1146,1,1,2,470,0,0,0,0,0,0,1,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,1234,2,0,0,24,0,0,423
12,0,1,0,1,0,9,10,0,3,3,0,0,1,0,2,1,2015,0,0,0,2,6,0,0,0,1,14,287,0,0,43,0,1,2,40,0,1,0,1,2117,0,7,44,0,1,103,0,271,1
2,25,13,0,1,4,0,1,1,565,1,1460,1,2,4,1,0,189,0,0,1,1,4,0,1,165,0,3,6,0,80,6,0,3,2,515,1,1,1,0,8,1,545,1,2,0,3,1379,1,0
0,0,0,313,0,99,43,0,0,0,6,43,0,2,20,0,2,0,2,1,0,3,0,1,0,0,0,0,15,0,302,0,1,0,5,1,0,1,874,0,0,2397,857,0,2,1,2,0,7,0
219,70,1,28,1,4,4,1,2,7,10,596,0,25,70,1506,5,3,3,7,1,1,1,1,3,2,510,1,213,4,1,1,3,2,10,77,0,1,1,31,17,1,0,2,1,6,1,8,1517,21
234,1636,10,0,1,10,3,1,0,6,1,1748,0,1,1,2,82,245,0,0,646,1,79,1,0,0,4,9,7,0,18,0,0,1,1,3,0,42,4,81,8,2,87,0,13,3,0,0,6,3
3,6,1,2,75,26,12,14,2,1,12,31,1,0,5,204,203,2,1,0,1,1,72,2,1,0,12,0,178,1,1,73,3,1,21,3786,2,2,3,0,3,2,5,11,11,3,199,2,2,1
9,80,1,2,206,3,5,1,0,4,87,4,1,2,1,1,3,583,0,1,3,3,590,3,0,3,3,0,34,2,1,1,39,3,4,1458,1,196,0,0,0,0,1549,86,19,0,3,3,1,1
0,1,0,0,0,488,0,0,0,0,1414,0,0,170,0,0,0,0,0,0,0,1,28,0,0,0,1,0,1356,0,0,0,0,67,0,1,0,0,2,0,0,0,3,1,3,0,0,1463,1,0
17,1,1,0,4,0,326,115,0,320,318,0,0,0,0,2366,0,3,1,0,2,0,0,1,0,0,2,1,302,0,1,45,0,0,0,131,0,0,0,0,347,1,0,311,50,1,0,0,318,15
0,0,1,2,1,31,0,85,1,11,5,0,1,3,1,246,1,12,1,2,1,0,3,0,4,1,1927,0,0,0,681,1827,1,1,82,10,0,1,29,0,3,0,4,13,4,1,0,3,0,0
1064,2,1,20,0,8,2,0,0,1,2,7,0,7,138,3,137,3,3,0,1,1,2,0,1,397,0,3,2917,1,1,59,0,3,0,157,0,6,2,2,11,1,0,2,20,14,1,0,0,0
8,17,0,0,2,2214,8,0,1,131,9,44,1,1,0,6,1,2,0,0,1,0,0,2,0,1,2,0,0,0,2190,2,1,0,3,1,2,0,3,0,1,1,3,1,0,7,1,4,328,1
1,3,1,0,45,8,12,333,0,0,4,0,1,0,320,2331,7,0,0,0,5,0,52,0,0,867,0,45,0,0,40,1,1,4,1,17,0,7,838,3,3,7,21,3,4,0,13,0,1,1
1,38,5,1,3,11,12,6,1,84,8,4,1,6,3,9,18,4,2,1,4,0,3,2,0,8,34,4,4,0,246,293,3,7,710,1967,3,4,2,0,4,5,266,28,91,4,752,293,30,15
6,3,32,0,88,2,2,0,2,0,2,11,0,94,30,3,4,2,0,0,1882,0,1887,0,0,1,79,1,0,0,1,2,0,1,4,1,0,0,4,0,76,0,738,1,1,0,37,0,3,0
44,13,6,1,1,2,1,50,0,3,3,123,0,2,0,26,0,5,0,0,939,0,7,2,0,1,0,0,119,0,0,2455,0,6,10,0,0,0,394,0,9,0,0,3,0,349,334,46,1,45
106,4,2,4,286,6,40,2,0,10,3,105,4,0,7,21,14,5,0,2,1,1,10,1,1,2,17,2,37,4,1,2,15,3,2080,3,2,15,11,0,12,0,5,2091,15,2,28,2,2,14
16,44,2,0,8,13,35,0,3,46,1,0,0,2,1,302,0,5,2,1,317,0,113,1,1,1,0,2,16,1,4,3,841,6,18,2,0,310,294,1,0,1,3,38,2274,13,42,112,100,5
2424,0,0,1,0,2,1,0,0,0,2,3,0,44,2487,0,5,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,3,2,0,0,2,1,0,4,1,1,0,0,3,6,0,2,0
27,537,24,64,0,72,3,0,0,2,29,3970,1,1,4,79,1,0,1,1,0,2,2,0,0,2,12,0,0,1,0,31,12,2,0,2,0,25,3,1,0,3,69,7,3,1,3,3,0,0
0,3,0,0,14,4,9,0,0,0,0,120,0,1,0,0,52,112,0,0,0,2139,327,1,0,1,2,2,2,0,0,4,1,0,0,1,2,2,0,1,1,1,20,4,0,0,2173,0,0,1
2,36,0,2,2,685,244,0,0,1,90,0,0,1,106,0,0,0,0,1,0,100,0,0,0,1,1,1978,700,0,87,0,37,0,97,2,0,4,1,8,13,3,0,0,0,2,45,2,745,4
0,2,2,1,1,101,0,40,0,2,0,2,0,787,8,106,3,0,2099,0,13,2,6,0,1,1,5,19,0,0,5,0,2,121,0,8,0,2,10,274,771,13,287,5,0,0,0,42,1,258
76,52,5,15,196,39,10,5,1,7,23,26,4,2,7,6,3,30,4,64,4,4,3,3,2,3,28,5,2,3,3,29,3521,1,499,6,3,13,10,4,8,5,7,2,25,5,202,9,12,4
18,4,24,20,147,0,51,72,0,4,1,9,1,12,1,20,13,143,3,0,2,157,2,0,0,1119,0,7,0,0,1,154,1,24,1,20,0,0,2,1,2,163,1177,49,0,1150,418,0,6,1
18,8,2,0,13,0,2,263,1,10,724,39,1,2,1,3,1,5,262,5,16,14,1870,0,0,0,6,105,16,0,0,0,92,713,1,30,2,1,0,3,36,1,699,2,0,29,2,0,2,0
855,3,0,2,0,0,0,1,2,0,40,856,1,17,2403,308,115,16,0,1,0,0,1,1,0,5,0,6,100,0,0,0,1,0,1,42,0,36,45,0,32,0,3,0,55,0,4,41,3,4
