V48,V51,V68
17,2,0
8,0,0
1501,1415,1506
42,0,0
0,1,5
3,298,0
4,2,0
0,1,1
166,0,1
3,1,25
62,0,0
2,0,2
0,9,0
0,0,0
1,0,0
37,0,1
4,0,2
3,514,0
2,0,2
150,0,1076
0,17,13
1,0,3
9,6,16
0,0,376
0,1217,0
12,5,0
0,2,0
6,1,0
1,3,0
0,0,0
162,146,21
47,44,11
53,0,2
0,1,0
1,0,92
247,0,4
1,0,2
0,23,0
1,24,0
25,0,0
1,4,44
1,1,2
0,0,0
5,11,1
23,4,0
1,0,0
3,0,4
2,2,1
103,0,3
1,0,0
12,1,6
3,0,12
2,13,36
0,0,0
0,92,226
23,0,15
0,1,0
0,0,1
1,226,1591
12,0,31
2,4,0
23,0,9
0,0,6
2,5,9
15,1,0
13,1,1
0,0,0
49,0,0
1,0,295
0,1,2
0,1,7
0,20,0
1,0,2
1,997,0
0,0,8
1,1,200
0,13,0
1,0,6
1,1,1
25,0,94
0,0,6
7,0,0
0,0,0
7,0,243
0,0,0
0,0,15
3,22,0
0,2,3
6,0,0
5,0,1
0,0,1310
1,8,0
45,145,0
83,0,4
0,65,0
0,0,0
10,13,46
10,0,3
64,37,1
0,1,1
1,0,0
2,3,5
9,6,6
101,1,2
2,1,11
21,2,1
8,2,0
0,0,0
2,1,1
2,0,0
0,28,0
0,16,1
156,7,1
198,1,0
2,1,70
3,2,0
15,239,0
5,0,0
1,1,0
18,0,31
