V24,V37,V25,V9,V30
11,23,25,24,19
0,0,0,1,0
0,0,1,0,0
1,1,0,0,0
90,72,68,82,70
2,3,2,1,3
0,1,0,1,2
0,0,0,1,0
1,0,0,1,0
1,0,0,0,0
2,3,0,0,1
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
0,0,0,1,0
2,1,0,0,0
0,1,1,0,0
0,0,0,0,0
2,0,0,0,0
1,1,4,1,2
0,0,0,0,0
0,2,0,2,1
0,0,0,0,2
0,0,1,0,0
1,3,3,2,1
0,1,1,0,0
0,1,1,0,0
0,0,0,0,0
0,0,3,2,3
3,2,5,5,4
0,1,1,0,1
0,0,0,0,1
0,1,0,0,0
0,0,0,0,0
1,0,1,0,0
0,0,0,1,1
1,1,2,0,0
0,0,0,0,0
2,3,4,1,2
1,2,2,3,17
0,0,0,0,0
2,3,2,6,5
0,0,1,0,2
1,0,0,1,1
0,0,0,1,1
1,0,1,1,1
0,1,0,0,0
55,63,50,52,52
0,0,2,0,1
0,0,1,0,0
1,0,2,0,3
0,0,0,0,1
4,10,5,5,10
1,1,0,1,1
1,0,1,2,0
1,0,1,2,1
0,1,0,0,0
0,0,2,1,2
0,0,0,0,1
1,0,1,1,1
3,2,0,0,0
0,0,0,0,0
1,0,0,1,0
7,4,6,7,6
1,1,0,0,0
0,0,0,2,1
0,1,0,0,0
1,0,1,0,0
1,0,1,0,1
0,1,0,0,0
4,7,5,3,5
2,0,0,0,0
0,2,3,0,0
0,1,0,0,0
1,0,4,1,1
4,1,0,2,0
1,1,0,1,1
13,14,14,7,15
5,2,4,4,6
1,0,0,0,0
