"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
14,3,608,0,0,0,0,7,0,4368
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,0,0,5000,0,0
966,125,1,1036,0,2802,0,50,0,20
8,26,0,1,1,5,1,1,4919,38
2,0,623,0,4352,23,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,1321,0,0,0,0,3679
0,646,236,653,1,1741,6,1705,1,11
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,13,4,0,0,4980,3
1,0,2310,4,2352,2,3,0,288,40
0,0,5000,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,4969
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,4998,0,0,0,2
1,4,1,11,1,31,0,4950,1,0
0,0,0,0,0,0,0,0,5000,0
2022,33,2,1,1960,8,16,679,38,241
0,3,1,169,10,75,507,20,4128,87
0,5000,0,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
6,0,13,4886,7,45,17,6,3,17
0,0,0,0,0,2502,0,2498,0,0
4895,0,0,0,0,0,0,0,15,90
1,1,0,0,0,2,524,10,546,3916
0,0,0,0,0,5000,0,0,0,0
0,0,0,4986,4,5,4,0,0,1
