V99,V11,V35
0,0,0
2,1,0
12,0,0
25,0,0
70,2,0
0,0,0
0,0,0
0,1,0
0,0,0
0,0,0
25,0,1
1,1,0
8,0,0
0,1,1
1,1,2
4,0,0
4,437,0
1,0,0
1,0,0
2,114,0
1,160,0
0,0,0
2,0,2
2,0,0
10,0,1
0,0,0
0,592,0
0,2,0
1,0,0
1,4,0
0,0,0
587,0,1
1,0,0
0,0,0
231,0,1
0,44,0
117,335,0
0,271,0
0,1,0
0,0,1
0,0,0
5,0,0
0,0,0
3,0,0
2,0,0
3,2,0
3,5,0
0,146,0
1,1,0
0,883,0
0,2,0
10,0,0
0,0,0
42,0,0
1,0,0
2,0,0
2,1,0
2,0,1
43,0,0
0,0,0
1,4,0
5,18,0
0,0,0
0,0,0
8,0,1
1730,1696,0
0,0,0
269,0,0
5,1,0
206,1,0
0,0,0
0,1,0
2,269,0
0,0,0
0,0,0
2,0,0
0,236,0
0,2,0
3,0,0
3,0,0
1,0,1
291,0,0
0,0,0
1,0,0
4,0,0
0,0,0
0,0,0
6,0,1
11,0,0
2214,321,4
1,0,0
0,0,0
0,0,0
1,0,0
0,1,0
1,1,1
29,19,0
122,1,0
2,0,0
0,18,0
4,4,1
0,13,0
1,1,0
0,25,0
1,6,1
0,1,0
1,0,0
0,2,0
0,0,0
2,1,0
3,0,0
0,0,0
0,927,0
0,1,0
0,0,0
0,0,0
0,3,0
0,21,0
0,1,0
2,0,0
