"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1.78004543350257,0,-0.512147157360492,0.266182132083478,0,-0.0835752953360447,-0.782986857950787,0.168738721517152,0,0
0,1.45728256158901,-0.220793055208918,-0.115995624193441,-0.316738580745374,0,0,-0.104632434715502,-0.480479272173652,0.180684592915777
-0.512147157360492,-0.220793055208918,2.88300576719251,0,-0.171503834738734,-0.0465408734914438,-0.153648560856901,0,-1.30393093184682,-0.581979581290344
0.266182132083478,-0.115995624193441,0,1.3026598487996,0.175332702038692,-0.664067508854854,0,0,0,0
0,-0.316738580745374,-0.171503834738734,0.175332702038692,1.23913768341311,0,0,0,-0.271199282377764,0.251708855763196
-0.0835752953360447,0,-0.0465408734914438,-0.664067508854854,0,3.9729097750202,-0.899190250341188,-0.537163641264909,-2.14057250816786,0
-0.782986857950787,0,-0.153648560856901,0,0,-0.899190250341188,3.06492209638457,0,-0.947677421565484,-0.221331402562813
0.168738721517152,-0.104632434715502,0,0,0,-0.537163641264909,0,1.20898965578261,0,0.0991333058624099
0,-0.480479272173652,-1.30393093184682,0,-0.271199282377764,-2.14057250816786,-0.947677421565484,0,5.07427609240105,-0.505974155629037
0,0.180684592915777,-0.581979581290344,0,0.251708855763196,0,-0.221331402562813,0.0991333058624099,-0.505974155629037,1.67869728094385
