V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0.0,0.0,0.0,0.0,0.0,0.04092068945933647,0.0,0.0,0.0,0.3520220586029825
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04092068945933647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2912709710213025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3520220586029825,0.0,0.0,0.0,0.0,0.2912709710213025,0.0,0.0,0.0,0.0
