"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
1.2375859021556,0,-0.0168345602047892,0,-0.0456070221824956,0,0,-0.00169948557385574,0,0.0738793131116556,0.131772654286647,0.0974488775058605,0,0.276527493340279,0,0,0,0,-0.0124606928127913,0,0,0,0,0,0,0.0186995345461477,0,0,0,-0.155821502938751,0,0,0.0903901044588453,-0.0194586175505944,-0.052407508417341,-0.261885545978159,-0.0178288874301996,-0.0699507075971421,0,-0.196431647651786,-0.00673128996986111,0.15077416758144,0,0,0,0,0.000672126597579337,0,0,0
0,1.08647812735585,0,0,0,0.111079711319923,0,0,-0.0263050948080058,0,-0.103656314241039,0,0,0,0,-0.0136876488001184,-0.0296330802764431,0,0,0,0.0934943307693299,0,0,-0.0977331725167451,0,0,0,0,0,0.173920644275834,0,0.100934076573662,0,-0.0380990952649493,-0.111365063654835,0,0,0,0,0,0,0,0.0388467888694873,0,0,0,-0.0941307022852737,0.0287035171465685,0,0
-0.0168345602047892,0,1.13903723610799,0.00805278713241865,-0.0565360071100035,0,-0.0673748060750007,-0.0236266685560369,-0.0584024663246895,0.130030000084783,0,0.144624859434291,0,0,0.00797632705828155,0,0,0,0,0,-0.170663914485598,0,0,0,-0.000162891779091687,0,0,0,0,-0.132015172847242,-0.0427057438683188,0,0,0.0874360785014189,0.0281718259699095,0,-0.0084634907620574,0,0,0,0.0147769257577493,0,0,-0.128260910665943,0,-0.112318177914041,0,0.0669907850796654,0,0
0,0,0.00805278713241865,1.0864863844251,0,-0.0178126241501269,0,0,0,0,0.00813180401632302,0,0.0292245928387051,-0.0229582316531366,0,0.0936704358631621,0,-0.121086967795655,0,0,0.0915600755487069,0,0,0,0.0766625282552205,0,0,0,0,-0.201162475053446,-0.0432762184373844,-0.087185716851517,0,0,0,0,0,0.0519057488563663,0,0,0.050325072668689,0,0,0,0.0555158777473312,0,0,-0.0842243622197584,0.00587885176841833,0
-0.0456070221824956,0,-0.0565360071100035,0,1.14165807185911,-0.0227332271833773,0,0,0,0,0,-0.0329022945431389,-0.0454343019482302,0,0.0964126079681812,0.031398175349655,0.0472327914763884,0.0209548593137868,0,0,0.0113675433938245,0,0,0,0,0,0,0,0,0,0,0,-0.0532422833537219,0,0,0.0607307679906586,0,-0.0012833410016939,0,0,0.0633948718760134,0,0.0631135032074252,-0.257549953872301,0,0,0,0.0571761395776394,-0.185028559059007,0
0,0.111079711319923,0,-0.0178126241501269,-0.0227332271833773,1.15606821351801,-0.0567310082391471,0,0,0,-0.146595471772119,0,-0.144993301059586,0,-0.033436257291633,0,0,0,0.0158092881419944,-0.136339349328405,0,0,-0.0168225803208406,-0.0240436280040995,0,0,0,-0.0615088875253653,0.0551114240269363,0,-0.0176852598937248,0.165001615725128,0,0,0,0,0,0,-0.0380587131583525,0,0,0,0,0,0,-0.0906311576331964,0,0,0,-0.0374101780293185
0,0,-0.0673748060750007,0,0,-0.0567310082391471,1.17792843438088,0,0.0948225030869258,0,0,0.0947731176129654,-0.00300524405097036,-0.0390382081158373,-0.0417832755777898,0,0,0.0681131948629982,-0.0566313389785798,0,0.0111837495516291,0.248089547721588,0,-0.00305279394925828,0.0169294213685652,-0.00866802373764531,-0.0477913816732489,0,0,0,0,0.0701637278597003,0.0218078649692042,0,0.0636335963531616,-0.163531823435306,0,-0.122059312991668,0,0,0.0335835218265722,0,0.0260050567524814,0,-0.0506651732301541,-0.115705235857009,0.0480243605666923,0,0,0
-0.00169948557385574,0,-0.0236266685560369,0,0,0,0,1.23482959317516,0.070863541334006,0,0,0.0549273010031035,-0.206995923024176,0,0,-0.0797222641756225,0,0,-0.0336749034530245,0.0476831220589571,0.113843124597138,-0.157620885394355,0,0,-0.112147207618433,0,-0.0878557387546694,0,-0.0614135003459212,-0.0926259776834702,-0.00603073717199933,0.162544864837583,0,0,0,0,-0.0988002183769792,-0.149645124724043,0,0,0,0,-0.00941140359485646,0.0883635203983593,0.0411885995157,0.0599047227063882,0,0,0,-0.0490461527295558
0,-0.0263050948080058,-0.0584024663246895,0,0,0,0.0948225030869258,0.070863541334006,1.35455990938908,0,0,0.0136116242245517,0,0,0,0,0,0,0,-0.347252291314452,0,0,-0.0480098033450674,0.0107923603035135,-0.0316244266956386,-0.18545760860495,0.187670138205939,-0.124898586016359,-0.152304271381433,-0.218741569124903,0,-0.0515014946881057,-0.0447902754136363,0,0,-0.0123744105158638,0,0,0,0,0.0597536744632395,0,-0.0864727034216829,0,-0.172003623530436,0,-0.156364788442393,0,-0.0584685132992258,0
0.0738793131116556,0,0.130030000084783,0,0,0,0,0,0,1.2209974203341,-0.0754216808241175,0,0,0,-0.0769663689540099,-0.250014994965599,0,0,-0.0640752529580104,-0.284576172326795,0.171731763605206,0,0,0,-0.00831432627506838,0.0424076301161598,-0.0626917006000415,0,0,-0.0260963037638316,0,0,-0.0507498615044125,0,0,0.0434942291679474,0,0.0388157415597949,-0.024230665837982,0,0,0.00431219060243911,0,5.87345585813188e-05,-0.0943068553643125,0,0.0397133495437143,0,0,0
