V78,V66,V31
0,3,24
0,1,2
0,12,33
0,5,0
0,21,0
0,25,4
0,1,26
0,2,1
0,1,24
0,2,0
0,0,3
0,0,0
0,4,1
0,238,41
0,10,12
1,5,6
0,1,2
0,0,9
0,0,16
0,1,0
0,0,798
0,0,1
0,0,0
0,2,101
0,1,0
0,5,1633
0,2,0
1,42,6
0,1,5
0,1,66
0,0,0
0,158,2
0,0,5
1,1,14
0,0,8
0,7,20
1,1,12
0,34,9
0,500,3
1,3,90
0,0,0
0,11,11
0,0,157
0,116,2
0,4,0
1,617,0
0,20,0
0,1,48
0,3,1
0,521,3
0,0,2
0,0,1
0,6,9
0,2,8
0,7,1
0,0,108
0,7,1
0,3,14
1,1,464
0,1,40
0,25,28
0,30,465
1,2,0
0,0,7
0,0,0
0,122,317
1,2,888
0,60,1
90,848,2313
0,7,0
0,123,0
0,8,0
0,3,1
0,233,0
0,1,27
0,2,171
0,95,4
0,56,2
0,1,0
1,0,31
0,1,1386
0,0,194
0,1,6
0,26,3
0,1,2
1,0,0
0,7,80
0,341,0
0,227,4
0,2,22
0,3,185
0,0,1
0,0,1
0,0,26
0,4,7
0,1,8
0,12,104
0,40,1
0,0,304
0,1,12
0,32,35
0,0,3
1,3,1
0,2,3
0,5,114
0,9,1
0,2,1601
0,23,0
1,3,1365
0,0,4
0,0,16
1,2,1
0,0,0
0,4,32
1,5,2
0,5,1
0,0,260
0,47,5
0,0,7
0,194,19
