"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2"
1.69783126216064,-0.4753908025122,-0.174047093541848,0,-0.317577565123025,0,-0.19796071995141,-0.477172305202985,-0.222562755732697,-0.0427733063961393,2.24210552129256,-0.683035626958549,-0.164099602255392,0,-0.409798054187227,0,-0.286828449698888,-0.67390026216624,-0.306940434146185,-0.164637035958044,3.14128038185283,-1.04497470706615,-0.305308791604667,0,-0.663175322601091,0.470840232504327,-0.490011352241736,-1.19273859172075,-0.374577927480946,-0.509865299735639
-0.4753908025122,1.19497088038181,0,0,0,0,0,0,-0.022842500060337,0,-0.683035626958549,1.3562560691413,-0.0652516097857482,0,0,0,0,0,-0.0481426776049153,0.144414103260538,-1.04497470706615,1.57119287550046,-0.253884209074065,0,0,0,0.066980388486304,0.190574822434995,0,0.417706952763989
-0.174047093541848,0,1.62162038544064,-0.189711119633003,0,-0.281320747663886,-0.21507178396539,0,-0.267682637120826,-0.497432543024928,-0.164099602255392,-0.0652516097857482,2.09141675024423,-0.228058189983363,0,-0.365151247102372,-0.268559261093999,0.0805969025494694,-0.465528174855046,-0.761716264715402,-0.305308791604667,-0.253884209074065,2.7871737818691,-0.203516554659719,0.199051886162182,-0.724471783632436,-0.280223925708499,0.441756943089527,-0.821722083182103,-1.12782806502452
0,0,-0.189711119633003,1.19985706062072,-0.0868324766059335,-0.131582728568428,-0.0557990754789588,0,-0.267864107744938,0,0,0,-0.228058189983363,1.3673978812329,-0.128616674359409,-0.176354207524234,-0.0981471891840606,0,-0.365236788803915,0,0,0,-0.203516554659719,1.53015300416324,-0.220512607280202,-0.301280203896137,-0.147746081813904,0.190711339372704,-0.490327010049789,0
-0.317577565123025,0,0,-0.0868324766059335,1.24184550242756,-0.305381731502812,0,-0.0414716920603114,0,0,-0.409798054187227,0,0,-0.128616674359409,1.41602441248262,-0.395108904342739,0,-0.0593070426228452,0,0,-0.663175322601091,0,0.199051886162182,-0.220512607280202,1.61937408800876,-0.624462218423726,0.0523897351935772,0,0.0353743546329674,0.0740321546576396
0,0,-0.281320747663886,-0.131582728568428,-0.305381731502812,1.3906474195998,0,-0.255782717409609,0,-0.204713722249785,0,0,-0.365151247102372,-0.176354207524234,-0.395108904342739,1.68027488595729,0,-0.365705476621629,0,-0.277577559767187,0.470840232504327,0,-0.724471783632436,-0.301280203896137,-0.624462218423726,2.1192186804729,0,-0.768899083802891,0.137695335921749,-0.355930700767246
-0.19796071995141,0,-0.21507178396539,-0.0557990754789588,0,0,1.1805614078185,0,0,-0.173697083467236,-0.286828449698888,0,-0.268559261093999,-0.0981471891840606,0,0,1.32989920050487,0.0341017031711864,0,-0.240074771828474,-0.490011352241736,0.066980388486304,-0.280223925708499,-0.147746081813904,0.0523897351935772,0,1.4550399642298,0.175776962660426,0,-0.277797315944357
-0.477172305202985,0,0,0,-0.0414716920603114,-0.255782717409609,0,1.29580246868328,0,0,-0.67390026216624,0,0.0805969025494694,0,-0.0593070426228452,-0.365705476621629,0.0341017031711864,1.50244464516171,-0.00492613593464777,0,-1.19273859172075,0.190574822434995,0.441756943089527,0.190711339372704,0,-0.768899083802891,0.175776962660426,1.90612045259148,-0.205196397537327,0.0311603939086084
-0.222562755732697,-0.022842500060337,-0.267682637120826,-0.267864107744938,0,0,0,0,1.24576558969186,0,-0.306940434146185,-0.0481426776049153,-0.465528174855046,-0.365236788803915,0,0,0,-0.00492613593464777,1.45629706717072,0.198146354210161,-0.374577927480946,0,-0.821722083182103,-0.490327010049789,0.0353743546329674,0.137695335921749,0,-0.205196397537327,1.74244879500995,0.524050290947448
-0.0427733063961393,0,-0.497432543024928,0,0,-0.204713722249785,-0.173697083467236,0,0,1.36071375785663,-0.164637035958044,0.144414103260538,-0.761716264715402,0,0,-0.277577559767187,-0.240074771828474,0,0.198146354210161,1.65077144775611,-0.509865299735639,0.417706952763989,-1.12782806502452,0,0.0740321546576396,-0.355930700767246,-0.277797315944357,0.0311603939086084,0.524050290947448,2.0736976367455
