"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
4999,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,2547,0,2453
4998,0,0,0,0,2,0,0,0,0
3492,63,0,69,6,1338,1,5,11,15
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,250,0,4741,0,9
0,0,1,4750,0,0,0,249,0,0
0,0,0,0,0,0,0,0,5000,0
2,0,0,1,0,0,2263,5,2421,308
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,0,5000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
1,0,4949,6,7,1,27,3,5,1
0,0,4988,11,0,0,1,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,100,0,94,0,0,0,4806,0,0
4759,0,0,0,1,0,0,0,240,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,0,0,565,4435
4948,0,0,0,7,0,38,2,3,2
3,0,0,0,1,3619,1377,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
2,4702,0,239,34,4,0,1,11,7
0,0,0,0,0,0,602,0,4398,0
