"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,1,0,0,13,7,0,4979,0,0
5,2340,39,15,120,14,845,799,13,810
79,0,4893,0,0,28,0,0,0,0
7,0,0,0,0,0,0,0,4993,0
0,5000,0,0,0,0,0,0,0,0
74,3573,29,5,0,1,2,3,1309,4
0,0,5000,0,0,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,2501,0,0,1,0,0,2498
0,0,0,0,5000,0,0,0,0,0
4990,0,0,9,0,0,0,0,1,0
0,5000,0,0,0,0,0,0,0,0
0,0,34,0,0,0,4724,0,0,242
4,17,102,4789,30,3,32,5,3,15
0,0,4974,0,26,0,0,0,0,0
9,266,3,106,1952,3,3,1925,6,727
4757,0,0,0,0,243,0,0,0,0
0,2526,0,2471,0,0,1,0,0,2
1,0,2,0,2,4989,0,1,1,4
0,5000,0,0,0,0,0,0,0,0
0,4978,2,0,1,6,8,4,0,1
182,1,11,4,0,30,1,1297,0,3474
0,0,0,5000,0,0,0,0,0,0
7,95,4717,5,6,5,86,8,70,1
2,598,1,34,2,1,12,4346,0,4
549,12,79,546,5,1606,1554,517,28,104
6,0,1,2393,1,8,2,135,4,2450
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,5000,0,0,0,0
438,32,29,23,10,1140,6,158,3160,4
