"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,9,0,4975,0,15,0,1
0,0,0,0,0,5000,0,0,0,0
4900,0,0,2,93,1,1,0,3,0
242,0,0,0,0,0,4750,0,0,8
0,0,0,5000,0,0,0,0,0,0
0,4,2,1,2295,2355,343,0,0,0
4997,0,0,2,0,0,1,0,0,0
9,0,0,1320,0,0,8,0,3643,20
1,2,0,8,97,6,0,3,4882,1
0,0,0,0,0,0,3,240,4757,0
263,2,32,74,0,0,4615,1,3,10
0,0,3,0,4997,0,0,0,0,0
0,4992,1,0,0,7,0,0,0,0
65,9,4304,182,31,8,29,206,85,81
2411,0,0,0,2589,0,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
0,0,1,1,1,0,4992,0,5,0
0,1,2,2,76,2,93,71,4208,545
2,191,67,0,0,17,3450,0,0,1273
0,0,5000,0,0,0,0,0,0,0
0,4908,0,90,0,0,0,1,0,1
1,1984,0,2031,266,0,0,0,717,1
0,0,0,1,0,0,2,0,0,4997
0,0,0,0,5000,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,2,24,245,4686,1,5,1,28,8
0,14,2,21,3265,63,412,1219,2,2
0,0,0,0,0,5000,0,0,0,0
