"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,4,1,26,3545,1354,10,0,60,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
0,4902,0,0,0,0,0,98,0,0
0,0,0,1342,0,0,3658,0,0,0
1,1,0,0,1,0,34,4963,0,0
0,0,228,0,1,0,90,4643,38,0
8,1297,8,8,9,7,60,3578,11,14
511,0,0,0,0,229,0,0,4260,0
0,0,0,0,0,0,0,5000,0,0
0,4959,0,1,0,31,6,2,1,0
0,0,0,0,0,0,1,4999,0,0
0,0,0,0,0,0,5000,0,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,4992,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
4,33,10,4092,571,4,73,200,10,3
234,680,273,232,253,252,683,1878,262,253
0,165,3421,0,0,0,177,1237,0,0
484,530,478,525,474,499,483,517,519,491
71,193,61,69,70,74,564,3764,60,74
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,3614,0,0,0,0,0,0,1,1385
259,1917,248,243,205,239,712,668,227,282
0,0,0,0,0,0,0,5000,0,0
197,166,193,146,159,137,3244,433,176,149
4,17,5,5,4,4,27,4926,3,5
0,0,0,5000,0,0,0,0,0,0
