"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X12.1","X13.1","X14.1","X15.1","X16.1","X17.1","X18.1","X19.1","X20.1","X21.1","X22.1","X23.1","X24.1","X25.1","X26.1","X27.1","X28.1","X29.1","X30.1","X31.1","X32.1","X33.1","X34.1","X35.1","X36.1","X37.1","X38.1","X39.1","X40.1","X41.1","X42.1","X43.1","X44.1","X45.1","X46.1","X47.1","X48.1","X49.1","X50.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2","X12.2","X13.2","X14.2","X15.2","X16.2","X17.2","X18.2","X19.2","X20.2","X21.2","X22.2","X23.2","X24.2","X25.2","X26.2","X27.2","X28.2","X29.2","X30.2","X31.2","X32.2","X33.2","X34.2","X35.2","X36.2","X37.2","X38.2","X39.2","X40.2","X41.2","X42.2","X43.2","X44.2","X45.2","X46.2","X47.2","X48.2","X49.2","X50.2"
1.17537677477738,0,0,0,0,0,0,-0.0388319356534496,0,0,0,0,0,0,0,0,0,-0.0278694347925807,0,0,-0.287441287615824,-0.0841788355661695,0,0,0,0,-0.0614229400017336,0,0,0,0,0,0,0,-0.221909176145906,-0.0496054556042664,-0.0693519306583932,0,0,0,0,0,-0.112622598527123,0,0,0,0,0,0,0,1.42191307618989,0,0,0,0,0.0329741788209233,0,-0.107617377140167,0,0,0,0,0,0,0,0,-0.0135532738681035,-0.0619116243656692,0,0,-0.384545639290988,-0.159432237248013,0,0,0.0368590728827214,0,-0.153116887494243,0,0,0,0,0,0,0,-0.339452238922902,-0.0612382249636293,-0.138894982131789,0.0237600906225463,0,0.12329629318694,0,0,-0.185662913250536,0.0619944962753131,0,0,0,0,0,0,1.81784052840503,0,0,0,0.0132588099247372,0.138061935061631,0.129228556572193,-0.215275109013971,0,0,0,0.00190235002271333,0.1138635446462,0,0,0.0840217391818619,-0.0447803458085284,-0.0603229694715895,-0.0221656455305081,0,-0.519709440566213,-0.240031148603852,0,0,0.122831728642258,0.078605577130655,-0.268079700892235,0.0023504855457183,0,0.00855168430923515,-0.0305954220629033,0,0.0040381285349085,0,-0.502280950703744,-0.153313963956151,-0.36535533040075,0.0942459047735087,0,0.293741726522044,0,-0.0642318380808486,-0.324088676892652,0.220498123966954,0,0,-0.0372752329052877,0,0.0956497639386409,0
0,1.22320794029325,0,0,0,-0.079458913695468,0,0,0,-0.0397690329568461,0,0,-0.117678450218807,0,0,0,-0.129263948769072,0,0,-0.0240713236340368,0,0,0,0,0,0,0,0,0,-0.00248571339538841,0,0,0,0,0,-0.0939977042401263,0,0,0,0,-0.266501131430066,-0.287016453661703,0,0,0,0,-0.0279186603057466,0,0,0,0,1.48421064196836,0,0,0,-0.173241850676795,0,-0.0043687317291177,0,-0.0762563919418239,0,-0.0882554667229562,-0.129759530229971,0,0.0156800810307257,-0.00785844834255293,-0.210210560133457,0,0,-0.0177639996377614,0,0,0,0,0,-0.0179539672941518,0,0,-0.0135403281251016,-0.0178442891033379,0,0,0.0342195700597596,0,0,-0.139918191859024,0,0,0,0.0806669803883772,-0.362172272990586,-0.374303223548071,0,0,0,0,-0.101138429438164,0,0,0,0,1.83070377023499,0,0,0,-0.241562629574517,-0.0163169667263326,-0.00883319173631582,0,-0.127768221584305,-0.103952441305079,-0.228187472332518,-0.201197652895456,0.00259737950355893,0.127789276195624,-0.0379923321651194,-0.315902721287904,0,-0.0935876932659701,0,0,0,-0.0155514648573708,0,0.0898945428819969,-0.119061299986567,0.00510406839673978,-0.0325699902648405,-0.0592253135713906,-0.0770814737308871,0.0190193568116906,0,0.178292574537415,0.104102184970758,0.0122005068391672,-0.24205704842182,0,0,0,0.189925064398476,-0.424505431784258,-0.452053715643562,0.0421680400152831,0.0137648931574548,0.0666056008039112,0,-0.184950875897472,0,0,0
0,0,1.17418441433606,0,-0.0187309915287383,-0.00429723983150572,0,0,0,-0.177442294894358,0,0,0,-0.060847435730973,0,-0.0519589707113202,0,0,0,0,-0.232817623550941,0,0,0,0,0,0,0,-0.174276015166233,-0.00540367006350121,-0.0175728521069098,-0.0503918510357861,0,0,0,0,-0.0943063141075716,0,0,0,0,0,0,0,0,0,0,0,0.00542982800190195,-0.0482259611435275,0,0,1.45702963565348,0,-0.0258788352603228,-0.0741679485240472,0.00239347086503374,-0.0161427788840439,0,-0.267608593070817,0,0,0,-0.142304662529596,0,-0.0661522193495135,0,0,0,0,-0.312792978217552,-0.0466773939268842,0,0,0,0,0.169162977714186,0,-0.256747865668992,-0.00849614835234676,-0.0795993444622432,-0.0753576925230386,0,0,0,0,-0.104335262760236,0,0,0,0,-0.0122777016534193,0.000183006614232169,0,-0.105121928790322,0,0,-0.0597235910169405,0.156362557712802,-0.112910232565185,0,0,1.88073526064127,0,-0.000973666109676593,-0.09565760592624,0.169011183096524,-0.13536504394983,0,-0.368282746144974,0,-0.0060684275235654,0,-0.249815981274654,0,-0.12276826861537,0,-0.0449036089327432,0,0.0724795421280621,-0.41065360705511,-0.166128845820593,0.0642233385988232,0,-0.0181042501470985,0,0.34974179575626,0,-0.407978478139219,0,-0.232050181302688,-0.169563084420719,-0.0105088345790421,-0.00447068721514628,0,0.0262587370619801,-0.0908052793963545,0,0.0760326170673689,0.022947435474433,0,-0.0215707026166012,0.130803407662421,0.0520377344741745,-0.238146423579103,-0.0340262138905995,0,-0.104953003802262,0.249936531293075,-0.192692998094958
0,0,0,1.06101088236396,0,0,0,0.010610589664028,0,-0.00279864377264753,0,0,0,0,-0.0205383960693917,0,0,0,0,-0.0102344399724278,0,0,0,-0.0716577325386329,0,0,0,0,0,-0.101764012224256,0,0,-0.0236387083038464,-0.167801171999322,0,0,-0.00523859243859903,0,0,0,0,0,0,0,0,0,0,-0.046936812254244,0,0,0,0,0,1.2296775375898,0,0.0963758783712785,0,0.166970925740716,-0.0283542717218764,-0.0395360499271283,-0.020292785667345,0,0,0,-0.0919354420408893,0.0291053828690314,0,0,0,-0.048999272387454,0,0,0,-0.11789161107753,0,-0.0154745064699927,0,0,0,-0.178333974824831,0,0,-0.0885142588830804,-0.219605645620041,0,0,-0.0602866073853535,0,0,0,0,0,0,0,0,0.0716756665125039,0,-0.145178846769631,0,0,0,0,0,1.44844798750727,0.0760624404265674,0.175863522603438,0,0.274826388141763,-0.0821935002939494,-0.0577152467810086,-0.012392194744954,0,0,0,-0.128244905447622,0.136091827744558,0,0,0,-0.0931336026359652,-0.0943346334611137,0,-0.0138046537689905,-0.176940794963648,0.00192714785419563,0,-0.016696729121561,-0.112678073134258,0,-0.23567605627518,-0.0395255814432871,0.0893233295281817,-0.165610382193018,-0.238360519286359,0,0.0153276353975964,-0.0925438012021973,0,0,0.0423446016714795,-0.0589417936635557,0.00607666405287469,0,0,0,0.17862182858559,0,-0.259726450736704,0,0
0,0,-0.0187309915287383,0,1.02584038685886,0,0,0,0,0,0,0,-0.0244740256141487,-0.00595306578895601,0,0,0,0,0,-0.049090208888824,0,0,0,0,0,0,0.139812127760485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040360340784316,0,0,-0.0248357693810431,0,0,0,0,-0.0258788352603228,0,1.18113651124864,0.110082843008822,0,0.108578803443509,0,0,0,0.0133492875309142,-0.0995198648448402,-0.0786680566830876,0,0,0.0540074593825659,0,0,-0.139793501242395,-0.123618238783145,-0.0121985715256428,0,0,0,0,0.281925027762349,-0.0589115219172168,-0.00787978983408743,0,0,0,0,0,-0.0543385982887895,0,0,0,0,-0.00482944572216035,0,0,0,-0.00070514421367394,-0.116943062662335,0,0,-0.104815101712621,0,0,0.0132588099247372,0,-0.000973666109676593,0.0760624404265674,1.46113655937179,0.190912224785075,0,0.183468756695532,0,0,0.116922446390567,0.0800542600598057,-0.183692943728479,-0.142698837323723,0.0045775072764254,0.100308122462528,0.161082292551942,0,0.0393673614473837,-0.324685194095052,-0.290112072817836,0,0,0,-0.025580537610817,0,0.45372337493342,-0.18204169097121,-0.0799331481268166,0,0,0.0628174354309932,0,0,-0.105133182676827,0,-0.0257245741301921,0,0,-0.031038411966943,0,0.0515560642486643,0,-0.0496353471570647,-0.20220786995211,0,0,-0.188543885338339,-0.0159358662982336,0
0,-0.079458913695468,-0.00429723983150572,0,0,1.06324504931973,0,-0.0462538190937793,-0.0134022499989819,0,0,0,0,0,0,-0.172504015659856,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131371302201384,0,0,0,0,0,0,0,0,-0.0539220185891892,0.034600561731251,0,0,0,0,0,0,0,0,0,0,0.0329741788209233,-0.173241850676795,-0.0741679485240472,0.0963758783712785,0.110082843008822,1.27707871792173,0,-0.129358641745912,-0.0596199359136098,0,0,-0.0205900125399516,0,-0.0315701232889078,0.00405609251364442,-0.279884361361389,0,0,0,-0.0373285069551483,0,0.0626864520349769,0,0.040655025318619,0,0,0,-0.0268934210343997,0,-0.241893159525352,0,0,0,0,0,0,0,-0.0340208417851347,-0.144099763888914,0.16121754453883,0.11084467937153,-0.0137562947984389,0.000634072699757863,0.124531073851045,0,-0.0059340841409398,0,0,0,-0.0281862989962115,0.138061935061631,-0.241562629574517,-0.09565760592624,0.175863522603438,0.190912224785075,1.65735830445035,0,-0.274142106640759,-0.0801014923912859,0,0,-0.0389155809884251,0,-0.102407757602026,0.0280321442794336,-0.395030070116367,-0.0294913974014244,0,0,-0.157522146363168,0,0.126566960475821,0,0.247808611066606,-0.0210211421552258,0,0.0640262326331542,-0.0656037900279693,0,-0.375325561163606,0.0272990363681774,0.0193038507246341,-0.0866087647144986,-0.0304540619599466,0,0.0216882825178562,0,-0.0980021352969977,-0.246657485078549,0.234754493405233,0.27973473258573,-0.0787839742338229,0.0542390367838914,0.247094259411833,0,-0.0871731005115293,0,0,0,-0.0833447015364686
0,0,0,0,0,0,1.06922849294712,0,0,0,0,0.0435848218081698,0,0,0,-0.0131202826493872,0,0,0,0,0,0,0.0241417818183755,0,0,0,0,0,-0.0525979431645452,-0.00192194657049766,-0.15111366918607,-0.030563947325867,0,0,0,-0.129913445058298,0,0,0,-0.0921320617340068,0,0,-0.101871854368314,0,0,0,0,0,0,0,0,0,0.00239347086503374,0,0,0,1.27288123255794,0,0,0,0,0.176894735439724,0,0,0,-0.0457538501975768,0,0,0,0,0,0.0866479979983485,0.118081092620641,0,0,0,0,0,-0.0790131556290413,-0.0865928679440767,-0.279187302617779,-0.109173086548191,0,0.0794628332199369,0,-0.174956278700626,0,0,0,-0.153578367717798,-0.0442372834716755,-0.0280675098059855,-0.156681567777584,0,0,0,0,0,0,0,0.129228556572193,-0.0163169667263326,0.169011183096524,0,0,0,1.5757371105198,0,0,0,0,0.274291916768674,0.178443934348062,0,0,-0.0150327013050932,0,0,0,0,0,0.154139672550399,0.207882830712399,0.0113505846255861,0,-0.0893365729718264,0,-0.0595963533810171,-0.161242515607524,-0.208730992429894,-0.429502101980832,-0.206993969713769,-0.0903957291481295,0.149335372915827,0,-0.266110045409264,-0.0321869586419819,0,0,-0.162411836410508,-0.130398200480674,-0.101587914247648,-0.253768050225904,0,0,0,0,0,0,0
-0.0388319356534496,0,0,0.010610589664028,0,-0.0462538190937793,0,1.10543740836526,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238034641372558,0,-0.0588258959367083,-0.0933879273657866,-0.0261912959362807,0,0,0,0,0,0,-0.0170213180884514,0,0,0,0,-0.0618900158112408,0,0,0,-0.0281723862407316,0,0,0,0,-0.166242203315946,0,0,-0.173443322631584,0,-0.107617377140167,-0.0043687317291177,-0.0161427788840439,0.166970925740716,0.108578803443509,-0.129358641745912,0,1.35710891218234,0,0,-0.0300743330127516,0,0,0.0444974024916075,0,0,0,0,0.0103937665738443,0,-0.0602856278426888,0,-0.152810424459518,-0.17781507840179,-0.0856562099162742,0,0,-0.0473769516167314,0,0.00772236731386759,0,-0.0423768599988798,0,0,0,0,-0.0698977770028946,0,-0.00394491389876884,0,-0.071963935819609,0,0.0357286625836697,0,0.083526536273795,-0.242006942287271,0,0.0473739995710019,-0.286494660313009,0,-0.215275109013971,-0.00883319173631582,-0.13536504394983,0.274826388141763,0.183468756695532,-0.274142106640759,0,1.79603013940617,0,0.00484362675115496,-0.113161458187494,0,0,0.160223410464999,0,0.146387458146492,0.020438172196296,0,0.139133883008081,0,-0.0623163112771569,0,-0.183974608007897,-0.332783854911446,-0.200573426490656,0.105702101231846,0,-0.162164956724714,0,0.053863963614351,0,-0.137827420158962,0.103617378650072,0,0,0,-0.102072631032611,0,-0.0125333851400641,0,-0.180279094241283,0.0176308931728082,0.042392664528404,0.076679578091904,0.229585975925801,-0.381200823470013,0.0585550095307871,0.0820184055210709,-0.466783793138744,0
0,0,0,0,0,-0.0134022499989819,0,0,1.16106361564065,-0.158456133451608,-0.0704871978857465,-0.0647725364667305,0,0,0,0,0,0,0,-0.0185196729372927,0,0,-0.00799079886724118,-0.147186740746825,-0.116560649586498,0,0,0,0,0,-0.00504169330897877,-0.121161984101078,0,-0.00723026203818302,0,0,0,-0.0731090305015934,-0.135392173089241,0,-0.0602334221067099,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283542717218764,0,-0.0596199359136098,0,0,1.44673353155991,-0.233870516682073,-0.0799841563029524,-0.171368002729674,0,0,0,0,0,0,0,-0.019762251806076,-0.0355930542030267,0,-0.0935235073227978,-0.179017709675158,-0.132625169927185,0,0,0,0,0,-0.0753569792657994,-0.161221343727671,-0.0299830655304274,-0.0320695855029131,0,0.00744457069981309,0,-0.197398835552466,-0.252289093440472,0,-0.10965362668159,0,0,0,0,0,0,0.139344195040433,0.108037740081769,0,0,0,0,-0.0821935002939494,0,-0.0801014923912859,0,0,1.82734551933869,-0.271705561616785,-0.0642874398892931,-0.260583962488831,-0.000594374443307562,0.037095880384976,0,-0.0398798620996407,0,0.0791374711984248,0,0,-0.122556789110528,0,-0.170328036022029,-0.26981090464921,-0.134133755092136,0,0,-0.026611716173993,0,0,-0.133996102200373,-0.223701713310695,-0.0947591652548687,-0.023309975797708,0,0.105824540196707,0,-0.363913150609784,-0.399665617062967,0,-0.224880752048967,0.0273198423539883,-0.0419362701149494,-0.00979403525503186,0,0,0.0413357690363255,0.279266504413221,0.208903615947946,0
0,-0.0397690329568461,-0.177442294894358,-0.00279864377264753,0,0,0,0,-0.158456133451608,1.15205452281132,0,0,-0.036987998122209,0,0,0,0,0,-0.00930509079148757,0,0,0,0,-0.04590243029396,0,-0.0217726287352451,0,-0.00540693280888666,0,-0.0534685942735311,0,-0.0440323146378969,-0.051404946162563,-0.171244327099452,0,0,-0.0361979603181679,0,0,0,-0.0383349006266954,0,0,0,0,0,0,0,0,0,0,-0.0762563919418239,-0.267608593070817,-0.0395360499271283,0,0,0,0,-0.233870516682073,1.39364954910549,0,0,-0.0637211884814163,0.0965652580036749,0,-0.0219032928655226,0,0,-0.0317231928367372,0,0,0,0,-0.058371003854072,0,-0.0647768547486945,0,-0.0934337073081224,0,-0.0739818778848166,0,-0.0612425504370145,-0.0609415458849258,-0.217342880022876,-0.0213818029011089,0,-0.0279794551448387,0.196244352442146,0,0.044844746555515,-0.0716495017557621,0,0,-0.0908749050110459,0,0,0.0440426656979702,0,0.0203815687560385,0,0,-0.127768221584305,-0.368282746144974,-0.0577152467810086,0,0,0,0.00484362675115496,-0.271705561616785,1.71764599586401,0.0843631863107917,-0.0706767136343295,-0.116434732972704,0.214779591338907,0.0812613322170522,-0.0619424441565812,-0.0178277386694555,-0.0860663380499614,-0.0361464754443796,0,0,0,0,-0.0984231674199268,0,-0.102288092320869,0,-0.185811425540489,0.0969234482613263,-0.0575485565145184,0,-0.0900970739325526,-0.0754282865009882,-0.244286337399822,-0.0255884280679565,0.00987486223934604,-0.0652689429684326,0.355398480923056,0,0.0806516489893603,-0.112780416808102,0,-0.0231445833811992,-0.246151285932245,-0.0464332236131396,0,0.135471271478776,0,0.12198239334669,0
