V25,V37,V28,V9
0,0,10,0
0,0,9,0
0,2,2,1
0,0,1602,0
0,0,9,0
0,1,1,1
0,2,23,3
0,1,18,1
0,0,31,1
1,0,3,1
1,1,5,0
3,0,51,0
0,0,0,0
0,0,1,1
0,0,4,0
2,0,3,1
1,0,202,0
1,0,0,0
0,1,0,1
0,0,0,0
0,0,2,0
1,0,44,1
0,0,0,0
1,0,16,0
0,1,0,0
0,0,6,0
0,1,2,0
2,0,135,0
0,0,12,0
1,0,1,0
0,1,5,1
0,1,40,0
1,1,32,1
0,0,0,1
0,0,1,0
2,3,1939,4
1,3,909,1
0,0,2,0
0,0,1,0
0,0,9,1
1,0,0,0
1,0,1,1
0,0,0,0
0,0,159,0
0,1,1,0
0,1,2,0
0,0,0,1
0,0,0,0
0,0,28,1
0,0,2,0
1,0,21,1
1,0,2,0
0,0,2,0
0,0,2,0
0,1,1,0
0,0,1,0
1,1,1,0
1,0,882,0
0,0,76,0
0,0,0,0
0,0,38,0
1,1,0,0
0,1,1,0
0,0,0,0
0,1,0,0
0,0,1,0
1,1,1,1
1,0,1,0
8,5,1675,3
1,0,90,0
0,1,123,0
0,0,0,0
1,0,7,1
0,0,1,0
0,1,31,1
0,0,15,2
0,0,6,0
1,0,1844,1
0,0,0,0
0,0,0,0
