"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
22,25,1161,440,8,10,9,22,3244,59
1,11,2,6,631,4,21,5,72,4247
1,0,5,4329,0,2,1,1,591,70
13,16,66,14,4182,27,30,8,624,20
1018,18,18,1025,10,7,15,6,18,2865
1,85,63,566,9,4187,13,6,70,0
3458,68,21,17,67,59,21,12,64,1213
1,4,1,8,3,606,4374,3,0,0
32,8,1,1,0,229,1,96,4627,5
12,2909,2,9,2,7,16,978,1062,3
10,84,10,12,4799,8,36,4,30,7
1,121,0,1,2449,2426,0,0,0,2
3,2,3,0,4329,653,4,0,5,1
0,0,0,438,155,127,3158,2,1119,1
3681,8,0,0,23,2,1269,4,10,3
1,1,0,13,4,2106,2093,762,1,19
4453,4,4,82,215,29,82,28,8,95
31,661,77,84,247,1800,1768,228,77,27
30,166,16,26,1281,3449,9,5,7,11
425,49,21,23,66,140,2906,1091,140,139
13,0,4730,3,1,251,0,0,0,2
1,18,48,5,1079,1,2812,1,1035,0
25,14,14,1,35,2,15,4,86,4804
56,47,50,165,403,63,53,62,2975,1126
8,1,32,5,4348,6,12,3,3,582
47,963,3,7,149,52,10,1032,2736,1
10,1334,0,11,7,30,0,0,3606,2
4322,14,0,6,3,10,2,623,14,6
105,280,109,105,1943,97,97,245,1936,83
2,243,94,4618,32,2,0,0,9,0
