"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
2,1368,0,3,3,12,21,3,3562,26
2358,9,26,4,2388,15,43,126,16,15
8,8,81,13,4732,40,22,10,48,38
6,292,308,2204,4,3,1,2182,0,0
678,707,709,94,278,248,264,1880,103,39
1,7,2,20,51,2262,2304,331,21,1
5,3,35,229,4563,32,10,36,78,9
217,59,3,4139,4,555,4,9,7,3
207,8,495,68,28,3764,191,15,196,28
2,222,4671,29,13,12,4,8,6,33
49,173,152,151,3593,464,51,158,147,62
17,81,484,78,28,3582,480,21,23,206
836,17,6,57,6,2610,921,48,123,376
123,2843,42,1043,151,52,151,45,135,415
0,4354,1,0,1,0,1,1,29,613
0,1001,1054,2,137,0,11,2757,18,20
494,206,26,507,59,9,52,24,3544,79
158,3148,56,1161,65,172,8,22,51,159
18,1476,1538,216,35,65,64,71,1506,11
4602,87,32,89,75,32,13,33,27,10
108,2256,1,1,9,49,7,0,2236,333
2,4,5,1,4667,247,13,30,31,0
22,16,25,1164,50,3175,19,8,377,144
2,252,0,5,0,6,1,12,4721,1
31,645,13,15,1805,603,1810,35,30,13
4,11,9,576,83,4244,30,4,9,30
533,1,0,4412,1,6,1,40,3,3
40,67,0,8,87,39,29,8,4711,11
52,36,38,18,281,18,2495,862,331,869
1104,2862,61,373,57,43,402,22,23,53
