"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
4396,86,36,81,212,36,65,33,27,28
173,151,168,152,189,178,199,160,3457,173
6,5,146,5,1024,48,13,983,2754,16
879,337,312,132,360,113,118,132,128,2489
2874,1020,133,136,146,154,126,144,132,135
56,420,38,2912,135,61,135,1054,140,49
3640,2,1334,3,3,2,2,1,0,13
102,117,2149,2058,103,109,35,39,30,258
1,3,1293,0,0,2,6,3692,1,2
139,158,165,142,166,154,171,3290,148,467
4606,7,22,204,26,7,15,17,8,88
14,4,4,1,1,1334,7,0,2,3633
13,36,13,12,31,4,11,15,15,4850
34,74,584,33,6,3,10,2,194,4060
976,136,151,137,366,140,125,126,142,2701
3,4705,39,1,0,3,0,27,221,1
24,64,16,10,3394,9,138,29,14,1302
1356,19,8,2,3594,2,5,4,1,9
151,1046,143,371,1079,393,422,146,160,1089
226,2,10,6,0,0,1,2,0,4753
36,26,4160,576,32,70,25,24,26,25
3,2478,2,1,0,0,11,1,2504,0
3,157,1,1,24,2,1317,2,4,3489
13,0,240,4734,1,0,2,9,1,0
1726,654,230,261,648,224,224,225,219,589
842,268,799,311,294,301,788,820,291,286
87,77,216,92,4145,69,71,77,87,79
305,309,308,294,2289,287,327,287,294,300
5,8,1,11,8,7,3566,25,81,1288
247,1,1,1,2,4743,0,0,1,4
