"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1.56206283918809,0.195879232230948,-0.111385829702975,0.126796182694198,0.00678930062615613,-0.314429767055793,-0.137907583838268,-0.0905203589519984,-0.673623491129261,0
0.195879232230948,1.47186373251949,0,-0.409446032658523,0,-0.00506052863789053,-0.388832497177538,0,-0.212945031021585,-0.168313487216294
-0.111385829702975,0,1.55263821273282,-0.185856142415866,-0.0698302073668953,-0.248302173162765,0.0268943879776973,-0.0401200919402233,-0.576291839550643,0.0190644011298158
0.126796182694198,-0.409446032658523,-0.185856142415866,1.64939025136195,0.0434600320839689,0,0,0.0563254774545397,-0.410494950963759,-0.445236005732677
0.00678930062615613,0,-0.0698302073668953,0.0434600320839689,1.36503616496508,0,0.252672793467848,-0.19147257206062,-0.604939756094837,0
-0.314429767055793,-0.00506052863789053,-0.248302173162765,0,0,1.413994281249,-0.142406436395067,-0.34017279943131,0,0
-0.137907583838268,-0.388832497177538,0.0268943879776973,0,0.252672793467848,-0.142406436395067,1.36692773502909,0,-0.384316449607487,0
-0.0905203589519984,0,-0.0401200919402233,0.0563254774545397,-0.19147257206062,-0.34017279943131,0,1.93223184014204,-0.951184542989878,-0.085865143526189
-0.673623491129261,-0.212945031021585,-0.576291839550643,-0.410494950963759,-0.604939756094837,0,-0.384316449607487,-0.951184542989878,3.68765092830486,-0.964772425086363
0,-0.168313487216294,0.0190644011298158,-0.445236005732677,0,0,0,-0.085865143526189,-0.964772425086363,1.97179785776731
